"accession","disease","sample","epic_cancer","epic_caf","epic_endo","epic_immune"
"GSE41258","CRC","GSM1012553",0.72369781394227,0.0185710821677445,0.0406374340001558,0.21709366988983
"GSE41258","CRC","GSM1012554",0.646150963935209,0.0182779457623115,0.0666822887473836,0.268888801555096
"GSE41258","CRC","GSM1012558",0.668301998815368,0.0211862759813455,0.0711347681457096,0.239376957057577
"GSE41258","CRC","GSM1012562",0.673185792432152,0.0420859033871366,0.069037014937694,0.215691289243018
"GSE41258","CRC","GSM1012563",0.583329768454635,0.0244440671167582,0.107819240043208,0.284406924385399
"GSE41258","CRC","GSM1012564",0.698684655885487,0.0220989740697017,0.0443293738712297,0.234886996173582
"GSE41258","CRC","GSM1012565",0.686477113547577,0.0219227861321537,0.0580407440094561,0.233559356310813
"GSE41258","CRC","GSM1012567",0.66264967531782,0.0364719869467775,0.0619494520762255,0.238928885659177
"GSE41258","CRC","GSM1012568",0.631237630935307,0.0144446521984896,0.0521078776925077,0.302209839173696
"GSE41258","CRC","GSM1012569",0.584527990125281,0.0453489624571254,0.0769594232564955,0.293163624161098
"GSE41258","CRC","GSM1012570",0.653981553680564,0.0531202425425742,0.0723059263138066,0.220592277463055
"GSE41258","CRC","GSM1012571",0.65614350964028,0.0385201091680178,0.0743479908224048,0.230988390369297
"GSE41258","CRC","GSM1012572",0.652353613088669,0.0128310391004252,0.036834705235754,0.297980642575152
"GSE41258","CRC","GSM1012573",0.668642439847877,0.0110424012071597,0.0552280734361227,0.26508708550884
"GSE41258","CRC","GSM1012574",0.678175900865065,0.0160148689615957,0.0426450837938908,0.263164146379449
"GSE41258","CRC","GSM1012575",0.602346709952276,0.0142197325346499,0.0605760134076354,0.322857544105438
"GSE41258","CRC","GSM1012576",0.739358581389873,0.0222026716624549,0.0326348297319379,0.205803917215734
"GSE41258","CRC","GSM1012577",0.739050189799319,0.0202132137494237,0.0549159999473299,0.185820596503927
"GSE41258","CRC","GSM1012578",0.705328049977724,0.0204955551708564,0.068434789143206,0.205741605708214
"GSE41258","CRC","GSM1012579",0.6999039369959,0.0160250768202708,0.0351231744138637,0.248947811769966
"GSE41258","CRC","GSM1012580",0.741498426792096,0.015371387389422,0.0458570001470987,0.197273185671383
"GSE41258","CRC","GSM1012581",0.624671224323461,0.0158756407893714,0.087150166544584,0.272302968342584
"GSE41258","CRC","GSM1012583",0.642160261508076,0.0332053625572483,0.0553573800955197,0.269276995839155
"GSE41258","CRC","GSM1012584",0.702658285360792,0.0168656222337309,0.0440848283858325,0.236391264019644
"GSE41258","CRC","GSM1012585",0.667579488916449,0.0103549413321269,0.0576665945365016,0.264398975214922
"GSE41258","CRC","GSM1012586",0.755498417090458,0.0105453708026335,0.026477398156131,0.207478813950777
"GSE41258","CRC","GSM1012587",0.749994755116894,0.0246545457289059,0.0368836487090612,0.188467050445139
"GSE41258","CRC","GSM1012588",0.649688177928668,0.0168547114172922,0.098540301834324,0.234916808819716
"GSE41258","CRC","GSM1012589",0.638906697211565,0.0201365327536985,0.060015097135565,0.280941672899171
"GSE41258","CRC","GSM1012590",0.619536980008709,0.0160350672088143,0.0754372269881437,0.288990725794333
"GSE41258","CRC","GSM1012591",0.68535660577564,0.0380788932790535,0.0708164000421871,0.205748100903119
"GSE41258","CRC","GSM1012592",0.614941362468104,0.0139639406454804,0.091317416598618,0.279777280287797
"GSE41258","CRC","GSM1012593",0.629104103998144,0.0456625366637366,0.0836643515440302,0.241569007794089
"GSE41258","CRC","GSM1012594",0.664882573552645,0.0149866744334737,0.0547377315752912,0.26539302043859
"GSE41258","CRC","GSM1012595",0.706763295947933,0.0182281566509387,0.0339175928272878,0.24109095457384
"GSE41258","CRC","GSM1012596",0.713565210817763,0.0311070831460059,0.0428556527393077,0.212472053296924
"GSE41258","CRC","GSM1012597",0.691556791663344,0.036526819568786,0.0442986024443753,0.227617786323495
"GSE41258","CRC","GSM1012600",0.679935813203109,0.0276476347883715,0.0598009135826094,0.23261563842591
"GSE41258","CRC","GSM1012602",0.706317073504586,0.0304290974187003,0.0549762088129145,0.208277620263799
"GSE41258","CRC","GSM1012603",0.617964946259015,0.0145702410102078,0.0539666854750582,0.313498127255719
"GSE41258","CRC","GSM1012604",0.591573879519107,0.0458402321433724,0.105617566529045,0.256968321808476
"GSE41258","CRC","GSM1012605",0.745604599179976,0.0265798762161276,0.0423345591396361,0.18548096546426
"GSE41258","CRC","GSM1012606",0.639358144234167,0.00975277349292236,0.064249212831084,0.286639869441827
"GSE41258","CRC","GSM1012611",0.744750712898539,0.0316634281445587,0.0330612325721366,0.190524626384766
"GSE41258","CRC","GSM1012612",0.601208867134887,0.0102368155170412,0.0717918358280576,0.316762481520014
"GSE41258","CRC","GSM1012615",0.648164844863,0.0169173616980148,0.0379211459249972,0.296996647513988
"GSE41258","CRC","GSM1012616",0.648294335838571,0.0242787536539754,0.0782321101988564,0.249194800308598
"GSE41258","CRC","GSM1012617",0.664275610137935,0.0366844864901457,0.0405859097279622,0.258453993643957
"GSE41258","CRC","GSM1012618",0.726307226065286,0.0249069920660494,0.0448990955632894,0.203886686305375
"GSE41258","CRC","GSM1012619",0.68150052031444,0.02528582238841,0.056808676562984,0.236404980734166
"GSE41258","CRC","GSM1012620",0.699207675682093,0.0298491436321611,0.0586580591202865,0.21228512156546
"GSE41258","CRC","GSM1012621",0.667143148492967,0.0106639700975368,0.0679637066493518,0.254229174760145
"GSE41258","CRC","GSM1012622",0.652942213363873,0.030112333188596,0.0595575428925958,0.257387910554935
"GSE41258","CRC","GSM1012624",0.678663233618945,0.0348362751966247,0.0676181556881987,0.218882335496232
"GSE41258","CRC","GSM1012625",0.676025583963237,0.0127284685342722,0.0415630171713941,0.269682930331097
"GSE41258","CRC","GSM1012627",0.659050821335932,0.0196120325331627,0.0527976146974025,0.268539531433502
"GSE41258","CRC","GSM1012628",0.574358990430917,0.0132929910163943,0.0856820054266464,0.326666013126042
"GSE41258","CRC","GSM1012629",0.652834794626311,0.0413040616863787,0.0427806676738495,0.263080476013461
"GSE41258","CRC","GSM1012630",0.613951164231441,0.0134106473822801,0.0651285246798501,0.307509663706429
"GSE41258","CRC","GSM1012631",0.663080190429615,0.015056724086521,0.0473525285808094,0.274510556903054
"GSE41258","CRC","GSM1012634",0.646008533680858,0.033172772678979,0.0696457886031025,0.251172905037061
"GSE41258","CRC","GSM1012635",0.641046942090352,0.0345552774085113,0.0382822248741878,0.286115555626949
"GSE41258","CRC","GSM1012636",0.596496035475141,0.0195575614199534,0.0669107633247005,0.317035639780205
"GSE41258","CRC","GSM1012639",0.685365229666916,0.0228643327426195,0.0649208134379238,0.226849624152541
"GSE41258","CRC","GSM1012640",0.685102151750974,0.0121073918581825,0.0624630072191507,0.240327449171693
"GSE41258","CRC","GSM1012643",0.703759925083603,0.0121902061485683,0.0381880801264679,0.245861788641361
"GSE41258","CRC","GSM1012645",0.676668116458271,0.027837141046416,0.048575218849889,0.246919523645425
"GSE41258","CRC","GSM1012646",0.466396075505284,0.0190935235455698,0.0849071479212781,0.429603253027868
"GSE41258","CRC","GSM1012648",0.64899331345634,0.0125323624553735,0.0595550371861962,0.27891928690209
"GSE41258","CRC","GSM1012651",0.69699014913886,0.0290225856698834,0.0442237007085924,0.229763564482664
