"accession","disease","sample","epic_cancer","epic_caf","epic_endo","epic_immune"
"GSE23400","ESCC","GSM573909",0.69330243967941,0.0229063495858283,0.122262065669766,0.161529145064997
"GSE23400","ESCC","GSM573910",0.688407272145043,0.0330356122972297,0.0968321703225952,0.181724945235132
"GSE23400","ESCC","GSM573911",0.693024540836269,0.0131590036558548,0.108037924479465,0.185778531028412
"GSE23400","ESCC","GSM573912",0.654442609251515,0.0157762338755109,0.0896290274583984,0.240152129414576
"GSE23400","ESCC","GSM573913",0.661494036023236,0.0290572661037175,0.0963910984065833,0.213057599466463
"GSE23400","ESCC","GSM573914",0.740538811399698,0.0178811070601947,0.065986203709166,0.175593877830941
"GSE23400","ESCC","GSM573915",0.632598881700157,0.0113957404988486,0.0878327272200279,0.268172650580967
"GSE23400","ESCC","GSM573916",0.665821739267223,0.0317828795934218,0.100039144706093,0.202356236433262
"GSE23400","ESCC","GSM573917",0.762251348253648,0.0223364125288184,0.0722457387579966,0.143166500459537
"GSE23400","ESCC","GSM573918",0.699434666232381,0.0226457715099173,0.0746854627489274,0.203234099508775
"GSE23400","ESCC","GSM573919",0.764742860208278,0.0214784247953313,0.0582990337732637,0.155479681223127
"GSE23400","ESCC","GSM573920",0.574487888194092,0.0303224475585537,0.108965254721853,0.286224409525501
"GSE23400","ESCC","GSM573921",0.762820359385764,0.00967894440543289,0.0591091870421597,0.168391509166644
"GSE23400","ESCC","GSM573922",0.692816824794591,0.0245914322784174,0.0754509916194521,0.207140751307539
"GSE23400","ESCC","GSM573923",0.687887759625877,0.018966787925257,0.0846867885741774,0.208458663874689
"GSE23400","ESCC","GSM573924",0.626751567473413,0.0302066263845773,0.102558215344372,0.240483590797638
"GSE23400","ESCC","GSM573925",0.587067644564842,0.0240657867937871,0.177285386343089,0.211581182298282
"GSE23400","ESCC","GSM573926",0.562927173456869,0.0269868710356229,0.175883664670446,0.234202290837062
"GSE23400","ESCC","GSM573927",0.65368977681822,0.0453426050355892,0.0829513383612373,0.218016279784954
"GSE23400","ESCC","GSM573928",0.6279182610346,0.0262668752529385,0.0759805268390266,0.269834336873435
"GSE23400","ESCC","GSM573929",0.725105956051055,0.0194909522875414,0.072525885927228,0.182877205734175
"GSE23400","ESCC","GSM573930",0.634955968103559,0.0252263148968352,0.0991566183591813,0.240661098640425
"GSE23400","ESCC","GSM573931",0.625470190906485,0.034563878936616,0.0829436674207374,0.257022262736162
"GSE23400","ESCC","GSM573932",0.745766727998058,0.0226551829492434,0.0631608867728692,0.16841720227983
"GSE23400","ESCC","GSM573933",0.767854666666387,0.0168756895583603,0.0399316217008746,0.175338022074378
"GSE23400","ESCC","GSM573934",0.705304491835933,0.0213749422765488,0.0859819843524074,0.187338581535111
"GSE23400","ESCC","GSM573935",0.600678865965358,0.0247621036917753,0.106680430603815,0.267878599739052
"GSE23400","ESCC","GSM573936",0.734813332533301,0.0242621510182344,0.0614139945615522,0.179510521886912
"GSE23400","ESCC","GSM573937",0.700357524651608,0.0264030613571621,0.0717515685798155,0.201487845411414
"GSE23400","ESCC","GSM573938",0.635980500171095,0.0171146983720685,0.106285166782824,0.240619634674012
"GSE23400","ESCC","GSM573939",0.697465262143097,0.0196674085960175,0.0678832189089034,0.214984110351982
"GSE23400","ESCC","GSM573940",0.703278130555837,0.0335317251806794,0.0753023358219393,0.187887808441544
"GSE23400","ESCC","GSM573941",0.704461229047263,0.0279873646567202,0.110529614999715,0.157021791296301
"GSE23400","ESCC","GSM573942",0.717556566576759,0.0100649820177589,0.0772870768706748,0.195091374534807
"GSE23400","ESCC","GSM573943",0.745693769535666,0.0176028556084973,0.062298809602384,0.174404565253452
"GSE23400","ESCC","GSM573944",0.595065284769615,0.00809171313677063,0.103823250268072,0.293019751825542
"GSE23400","ESCC","GSM573945",0.679262147514963,0.0149121526503779,0.0745859312183781,0.231239768616281
"GSE23400","ESCC","GSM573946",0.604416950496561,0.043215906126751,0.15228276424545,0.200084379131238
"GSE23400","ESCC","GSM573947",0.724903547651296,0.0122996365094024,0.0798073634726599,0.182989452366642
"GSE23400","ESCC","GSM573948",0.654133729215822,0.0364356154182167,0.098745509452658,0.210685145913304
"GSE23400","ESCC","GSM573949",0.617466677771962,0.0356462550380682,0.0896815250889187,0.257205542101051
"GSE23400","ESCC","GSM573950",0.719338807161817,0.0142115944585305,0.0771515073273992,0.189298091052254
"GSE23400","ESCC","GSM573951",0.642823051031523,0.0155469601732984,0.132477220308753,0.209152768486426
"GSE20347","ESCC","GSM509787",0.495649720521255,0.00442060613011218,0.0894051544372311,0.410524518911401
"GSE20347","ESCC","GSM509788",0.509665909815877,0.00298753657036466,0.0806446013684534,0.406701952245305
"GSE20347","ESCC","GSM509789",0.524937288452313,0.00766065503798245,0.0829029989588391,0.384499057550866
"GSE20347","ESCC","GSM509790",0.505332118090997,0.00429545773913874,0.0803388757158732,0.410033548453991
"GSE20347","ESCC","GSM509791",0.518877393071776,0.00332982930471974,0.0788622512058651,0.398930526417639
"GSE20347","ESCC","GSM509792",0.501528893874429,0.0108354990323076,0.0983885774113864,0.389247029681877
"GSE20347","ESCC","GSM509793",0.548719864126348,0.00805906021164544,0.0797850692195086,0.363436006442498
"GSE20347","ESCC","GSM509794",0.520998404819139,0.00515664850609007,0.0778392903614579,0.396005656313313
"GSE20347","ESCC","GSM509795",0.514750309495962,0.0153287071617033,0.0861798787625018,0.383741104579833
"GSE20347","ESCC","GSM509796",0.5211520788286,0.00464621755105644,0.0864143224148369,0.387787381205506
"GSE20347","ESCC","GSM509797",0.602781177136679,0.00403815527584628,0.0728386676026608,0.320341999984814
"GSE20347","ESCC","GSM509798",0.563262416384714,0.00192192872707264,0.0653494237655137,0.3694662311227
"GSE20347","ESCC","GSM509799",0.448243031801634,0.0081178417337168,0.0974870558325572,0.446152070632092
"GSE20347","ESCC","GSM509800",0.546820929567556,0.00734528327613099,0.0790398255726815,0.366793961583632
"GSE20347","ESCC","GSM509801",0.532245115188009,0.00422949212409388,0.0775740469907221,0.385951345697175
"GSE20347","ESCC","GSM509802",0.469980884267079,0.00545931286284272,0.0825148891350572,0.442044913735021
"GSE20347","ESCC","GSM509803",0.525110779779075,0.00380563590951448,0.0764656452996568,0.394617939011753
"GSE20347","ESCC","GSM509804",0.752680289786125,0.0308196140846296,0.0382324030052994,0.178267693123946
"GSE20347","ESCC","GSM509805",0.738574888259097,0.0195853336683146,0.0418835808797781,0.19995619719281
"GSE20347","ESCC","GSM509806",0.692717858747567,0.00833492791678752,0.0571554952278089,0.241791718107836
"GSE20347","ESCC","GSM509807",0.647715843464664,0.00539052437885995,0.0707799341611596,0.276113697995317
"GSE20347","ESCC","GSM509808",0.662786482558898,0.00317504768658562,0.0543121094762061,0.27972636027831
"GSE20347","ESCC","GSM509809",0.684130769190889,0.0242863154836279,0.0494038965994728,0.24217901872601
"GSE20347","ESCC","GSM509810",0.705573984086195,0.0330934641221339,0.042556902568924,0.218775649222747
"GSE20347","ESCC","GSM509811",0.724169904469223,0.0293451776315191,0.0388614883337135,0.207623429565545
"GSE20347","ESCC","GSM509812",0.724734818262196,0.022490983943401,0.0540345425271754,0.198739655267228
"GSE20347","ESCC","GSM509813",0.757843661025993,0.0154404704831923,0.0376989281517241,0.18901694033909
"GSE20347","ESCC","GSM509814",0.733409975138587,0.0192164811474646,0.0492636579655023,0.198109885748446
"GSE20347","ESCC","GSM509815",0.592204653754823,0.013146739113632,0.062924754925595,0.33172385220595
"GSE20347","ESCC","GSM509816",0.699679475688606,0.0214880456432136,0.042020815246796,0.236811663421384
"GSE20347","ESCC","GSM509817",0.704627466511166,0.0366397007218346,0.0328311891238019,0.225901643643198
"GSE20347","ESCC","GSM509818",0.668030029017156,0.0198727315205011,0.0701047537588822,0.241992485703461
"GSE20347","ESCC","GSM509819",0.677692532378238,0.0189810322348211,0.0307866407850661,0.272539794601875
"GSE20347","ESCC","GSM509820",0.736684117597908,0.0290517368571351,0.0376062468178368,0.196657898727121
"GSE76925","COPD","GSM2040792",0.0941431310521435,0.033533677259832,0.731411478662816,0.140911713025209
"GSE76925","COPD","GSM2040793",5.12773130184227e-08,0.0103647759471881,0.906823563649063,0.0828116091264363
"GSE76925","COPD","GSM2040794",3.95249733597227e-08,0.00943432522999168,0.962176632233809,0.0283890030112257
"GSE76925","COPD","GSM2040795",0.157140479440882,0.0149447000292518,0.585386743733131,0.242528076796736
"GSE76925","COPD","GSM2040796",0.220545784714848,0.0133970027470209,0.569967301097498,0.196089911440633
"GSE76925","COPD","GSM2040797",0.0915433367934587,0.00618137410708677,0.61294704081077,0.289328248288684
"GSE76925","COPD","GSM2040798",0.0936286655404128,0.0050951940930193,0.877378384141077,0.023897756225491
"GSE76925","COPD","GSM2040799",9.65554902031719e-08,0.00708905328526903,0.961698854307571,0.03121199585167
"GSE76925","COPD","GSM2040800",1.90111565624949e-08,0.0267078318354052,0.946277755413897,0.0270143937395408
"GSE76925","COPD","GSM2040801",0.0769449697550885,0.0148093560743407,0.840660441917362,0.0675852322532086
"GSE76925","COPD","GSM2040802",0.0945173194241544,0.00669158749601843,0.608905053017805,0.289886040062023
"GSE76925","COPD","GSM2040803",1.6221409384913e-06,0.0140383053972412,0.639046700279201,0.346913372182619
"GSE76925","COPD","GSM2040804",0.245716892892261,0.00864586258121459,0.632627338544451,0.113009905982074
"GSE76925","COPD","GSM2040805",0.0114237029006414,0.0897554239236618,0.731645119079925,0.167175754095771
"GSE76925","COPD","GSM2040806",1.23624280487555e-08,0.037725541251045,0.827693454521776,0.134580991864751
"GSE76925","COPD","GSM2040807",0.189032746365387,0.0205400930920962,0.63340896777158,0.157018192770937
"GSE76925","COPD","GSM2040808",0.337560393084272,0.0108487949200246,0.411800982134456,0.239789829861247
"GSE76925","COPD","GSM2040809",0.331475459428175,0.0489461708191205,0.374094815369364,0.245483554383341
"GSE76925","COPD","GSM2040810",0.00881441487702267,0.0174656236171639,0.764881148911691,0.208838812594123
"GSE76925","COPD","GSM2040811",0.140570224938629,0.0249075174295415,0.632382712138122,0.202139545493707
"GSE76925","COPD","GSM2040812",0.0726949466859255,0.0755891580944214,0.619475988342334,0.232239906877319
"GSE76925","COPD","GSM2040813",0.185207210906494,0.0336646521427894,0.56829586161965,0.212832275331066
"GSE76925","COPD","GSM2040814",0.0768499443142372,0.0212817906720531,0.628455054194222,0.273413210819488
"GSE76925","COPD","GSM2040815",0.153617456980924,0.0263393267881449,0.629113935702308,0.190929280528623
"GSE76925","COPD","GSM2040816",1.73458758039811e-05,0.0192368284219925,0.773732538149418,0.207013287552785
"GSE76925","COPD","GSM2040817",2.00467483409143e-08,0.0190710446641288,0.941032801740016,0.0398961335491064
"GSE76925","COPD","GSM2040818",2.36183351179983e-07,0.0195039521749954,0.688968781916717,0.291527029724936
"GSE76925","COPD","GSM2040819",3.88432173020901e-08,0.0111784989241184,0.809289183809857,0.179532278422807
"GSE76925","COPD","GSM2040820",1.63966873013937e-08,0.0198581211367602,0.668996619855431,0.311145242611121
"GSE76925","COPD","GSM2040821",1.37846011093433e-06,0.0113033908461558,0.658845439076448,0.329849791617285
"GSE76925","COPD","GSM2040822",0.09066837761899,0.0134568829740558,0.64674592134513,0.249128818061824
"GSE76925","COPD","GSM2040823",0.0987425357334378,0.0324091535099049,0.661130588749336,0.207717722007322
"GSE76925","COPD","GSM2040824",0.422082484691514,0.0222941256529139,0.388010365252536,0.167613024403036
"GSE76925","COPD","GSM2040825",0.0440801977557949,0.0506966728714603,0.649905320457698,0.255317808915047
"GSE76925","COPD","GSM2040826",0.260879126143886,0.0182168485891822,0.391383669379693,0.329520355887239
"GSE76925","COPD","GSM2040827",0.323247441432014,0.228214414238113,0.260066990636043,0.18847115369383
"GSE76925","COPD","GSM2040828",0.138165055179845,0.0351599317646176,0.559931600863694,0.266743412191843
"GSE76925","COPD","GSM2040829",0.297945279870066,0.0875415158057041,0.345123800091054,0.269389404233176
"GSE76925","COPD","GSM2040830",8.23030038400235e-06,0.0279924352033264,0.796028505369609,0.17597082912668
"GSE76925","COPD","GSM2040831",0.0530739338883989,0.00811362908183955,0.662145266453806,0.276667170575956
"GSE76925","COPD","GSM2040832",0.226839082544683,0.0124781993213556,0.579318956704036,0.181363761429925
"GSE76925","COPD","GSM2040833",3.75137622403762e-09,0.0109523538014123,0.794711199991158,0.194336442456053
"GSE76925","COPD","GSM2040834",6.85805037594768e-07,0.033392096285707,0.771773505414112,0.194833712495144
"GSE76925","COPD","GSM2040835",0.0605295408268865,0.158666624106872,0.610119430061585,0.170684405004657
"GSE76925","COPD","GSM2040836",4.09040384867825e-07,0.0496739520256936,0.721687861210814,0.228637777723107
"GSE76925","COPD","GSM2040837",0.0579807508787866,0.0222090250669489,0.700064637492191,0.219745586562074
"GSE76925","COPD","GSM2040838",0.0367673658919266,0.016417471511112,0.754859698524005,0.191955464072956
"GSE76925","COPD","GSM2040839",0.0789636981601784,0.0275479165757673,0.644434558710271,0.249053826553783
"GSE76925","COPD","GSM2040840",0.123727288141145,0.0265599812030249,0.640827501100574,0.208885229555256
"GSE76925","COPD","GSM2040841",2.93612031156248e-08,0.0115236440814707,0.78311087705937,0.205365449497956
"GSE76925","COPD","GSM2040842",0.130957118289921,0.00996681492818328,0.455998878070299,0.403077188711596
"GSE76925","COPD","GSM2040843",0.000186524403662336,0.0640608742665619,0.663679810901278,0.272072790428498
"GSE76925","COPD","GSM2040844",0.116325547952694,0.017885306947756,0.555284420707815,0.310504724391735
"GSE76925","COPD","GSM2040845",0.205510987536221,0.0273371114964416,0.572898868458923,0.194253032508415
"GSE76925","COPD","GSM2040846",0.254495217573853,0.0440474474067516,0.502288740823984,0.199168594195411
"GSE76925","COPD","GSM2040847",0.0412020716705894,0.0127507314640845,0.573641838908717,0.372405357956609
"GSE76925","COPD","GSM2040848",5.04319174662471e-08,0.0115025994304952,0.960153621912645,0.0283437282249421
"GSE76925","COPD","GSM2040849",0.0587850679686627,0.0325716207853149,0.532074964725108,0.376568346520915
"GSE76925","COPD","GSM2040850",0.0598939303472161,0.0100278224780405,0.615427193512163,0.314651053662581
"GSE76925","COPD","GSM2040851",3.66041851708826e-07,0.0096850646664035,0.627233557161779,0.363081012129966
"GSE76925","COPD","GSM2040852",0.330468347167589,0.00838917276341527,0.51626598940057,0.144876490668425
"GSE76925","COPD","GSM2040853",1.65511632948459e-08,0.105139284344768,0.811639498859714,0.0832212002443551
"GSE76925","COPD","GSM2040854",2.07035135877321e-07,0.0136542646717995,0.654314403590276,0.332031124702789
"GSE76925","COPD","GSM2040855",0.0110296066162537,0.0156666332809233,0.635456840429343,0.33784691967348
"GSE76925","COPD","GSM2040856",0.0531670227522073,0.0135305538600986,0.629428507295544,0.30387391609215
"GSE76925","COPD","GSM2040857",3.34576137130464e-09,0.014844726940971,0.93962972838461,0.0455255413286578
"GSE76925","COPD","GSM2040858",7.19178468262476e-10,0.00348741085812714,0.65615644400515,0.340356144417544
"GSE76925","COPD","GSM2040859",1.89709218890373e-06,0.0219599999455861,0.863315176670407,0.114722926291819
"GSE76925","COPD","GSM2040860",2.01189062918964e-08,0.0133578279389043,0.89015644056786,0.0964857113743297
"GSE76925","COPD","GSM2040861",2.19151090180958e-09,0.0759052414872283,0.841550283671968,0.0825444726492933
"GSE76925","COPD","GSM2040862",2.55305946161685e-06,0.0121900211473657,0.706546219979125,0.281261205814048
"GSE76925","COPD","GSM2040863",0.0356591822280702,0.0155370254226349,0.729405195830357,0.219398596518938
"GSE76925","COPD","GSM2040864",6.42630384270189e-09,0.0162844131602577,0.675959533254334,0.307756047159104
"GSE76925","COPD","GSM2040865",0.0108352035887668,0.021458965674415,0.699869979263351,0.267835851473467
"GSE76925","COPD","GSM2040866",6.12177271394983e-08,0.0448188009114653,0.723232047687904,0.231949090182904
"GSE76925","COPD","GSM2040867",0.0528514037547874,0.0299890598863965,0.754493433440201,0.162666102918615
"GSE76925","COPD","GSM2040868",6.05341188246125e-06,0.0171556456587045,0.685195955739673,0.29764234518974
"GSE76925","COPD","GSM2040869",4.57141269337968e-08,0.0409558819545437,0.866108187959626,0.0929358843717031
"GSE76925","COPD","GSM2040870",0.0585047898767097,0.0356324196878264,0.733080783412241,0.172782007023223
"GSE76925","COPD","GSM2040871",3.09551141101922e-06,0.0102693304983515,0.679886976455924,0.309840597534314
"GSE76925","COPD","GSM2040872",0.30194752506057,0.0158298441073957,0.365357705271352,0.316864925560682
"GSE76925","COPD","GSM2040873",0.0732754427952511,0.0120682457031614,0.697125151822605,0.217531159678982
"GSE76925","COPD","GSM2040874",0.238364322015056,0.0282658755605879,0.573366977674603,0.160002824749753
"GSE76925","COPD","GSM2040875",7.0626546051909e-06,0.0158735715268007,0.78700613975547,0.197113226063125
"GSE76925","COPD","GSM2040876",7.59814669328623e-07,0.0200416171224864,0.755705438920973,0.224252184141871
"GSE76925","COPD","GSM2040877",4.50512542232447e-07,0.0370769950481793,0.820560434773846,0.142362119665433
"GSE76925","COPD","GSM2040878",0.116021231534683,0.0322206400091744,0.598704044705777,0.253054083750366
"GSE76925","COPD","GSM2040879",4.64256892116445e-08,0.00600658145810889,0.836940724181911,0.157052647934291
"GSE76925","COPD","GSM2040880",2.2657827044832e-05,0.0539616452362875,0.626018333052546,0.319997363884122
"GSE76925","COPD","GSM2040881",5.91360465470389e-10,0.0106138435793914,0.933236129580128,0.0561500262491197
"GSE76925","COPD","GSM2040882",3.78539323199857e-07,0.0165510886658909,0.75959876819495,0.223849764599836
"GSE76925","COPD","GSM2040883",1.21960715938247e-07,0.018555113336629,0.948429216841184,0.0330155478614713
"GSE76925","COPD","GSM2040884",4.65365974522837e-08,0.0217087918063351,0.796990658917228,0.18130050273984
"GSE76925","COPD","GSM2040885",0.0727925369773138,0.0131517190552815,0.60913245842639,0.304923285541015
"GSE76925","COPD","GSM2040886",1.4572896091453e-08,0.0140027704188185,0.717350517892187,0.268646697116098
"GSE76925","COPD","GSM2040887",0.214602802316903,0.0349769843376394,0.530205760009144,0.220214453336314
"GSE76925","COPD","GSM2040888",0.0444808323993664,0.020932947196397,0.823090517187906,0.11149570321633
"GSE76925","COPD","GSM2040889",5.39577602472788e-10,0.0155712853868327,0.821084754223173,0.163343959850417
"GSE76925","COPD","GSM2040890",1.43754167840892e-05,0.038842981472074,0.867549930916012,0.0935927121951303
"GSE76925","COPD","GSM2040891",0.265908371536891,0.0155140557290044,0.454682507727059,0.263895065007045
"GSE76925","COPD","GSM2040892",3.85314134617628e-06,0.0906600368973079,0.606301853415421,0.303034256545925
"GSE76925","COPD","GSM2040893",0.0755793434609584,0.0120246064349332,0.651280486183628,0.26111556392048
"GSE76925","COPD","GSM2040894",8.84429913451627e-08,0.109650950799865,0.719998805484451,0.170350155272693
"GSE76925","COPD","GSM2040895",0.0495313196750427,0.0891830548474211,0.685973612034497,0.175312013443039
"GSE76925","COPD","GSM2040896",9.65591004171528e-09,0.0123575994089721,0.593597214403717,0.394045176531401
"GSE76925","COPD","GSM2040897",0.103160442262782,0.0673452428446809,0.623650786655133,0.205843528237404
"GSE76925","COPD","GSM2040898",0.0967252213197896,0.0206830856799843,0.610755181653239,0.271836511346987
"GSE76925","COPD","GSM2040899",0.117982525392916,0.0326776990318512,0.619387440856136,0.229952334719097
"GSE76925","COPD","GSM2040900",0.0296424486346823,0.0415604142061467,0.616732284360691,0.31206485279848
"GSE76925","COPD","GSM2040901",0.142935510718888,0.0189413274604036,0.525658113265918,0.31246504855479
"GSE76925","COPD","GSM2040902",0.139407873582871,0.111868022301155,0.602983709604124,0.14574039451185
"GSE76925","COPD","GSM2040903",0.1497133767709,0.00922942464874938,0.640299348525641,0.200757850054709
"GSE76925","COPD","GSM2040904",4.91415509541752e-09,0.0158224645327381,0.887319315723318,0.096858214829789
"GSE76925","COPD","GSM2040905",0.199658308747617,0.0129708255344251,0.503057996376678,0.28431286934128
"GSE76925","COPD","GSM2040906",4.84321305151024e-07,0.0130238426056194,0.66674767230752,0.320228000765556
"GSE76925","COPD","GSM2040907",3.95830303469281e-10,0.0127981082868597,0.975791914262361,0.0114099770549489
"GSE76925","COPD","GSM2040908",0.183076258851636,0.0176280404352338,0.502805065376859,0.296490635336271
"GSE76925","COPD","GSM2040909",0.175618131080291,0.00951759677691627,0.541797025346831,0.273067246795962
"GSE76925","COPD","GSM2040910",0.110993141488776,0.012054903380064,0.561803900787567,0.315148054343593
"GSE76925","COPD","GSM2040911",0.115657489394275,0.00934043231599134,0.380858125807448,0.494143952482286
"GSE76925","COPD","GSM2040912",0.254140295618283,0.020002857391421,0.530179920849351,0.195676926140945
"GSE76925","COPD","GSM2040913",0.247447613028724,0.0360504447454137,0.45591419011249,0.260587752113373
"GSE76925","COPD","GSM2040914",0.107758600049764,0.0161339803061688,0.574923910304843,0.301183509339224
"GSE76925","COPD","GSM2040915",4.88037636450186e-07,0.245297160893495,0.661498973457582,0.0932033776112869
"GSE76925","COPD","GSM2040916",5.3412270364584e-10,0.027227805979096,0.617537415244689,0.355234778242093
"GSE76925","COPD","GSM2040917",0.368226578125523,0.0158937382830574,0.444963065052879,0.170916618538541
"GSE76925","COPD","GSM2040918",2.69909761681596e-08,0.00605314675049345,0.894398042250729,0.0995487840078016
"GSE76925","COPD","GSM2040919",0.0677938640720493,0.0249499678970333,0.788492156080498,0.11876401195042
"GSE76925","COPD","GSM2040920",1.41908215057384e-08,0.0216976316409969,0.848211880550988,0.130090473617194
"GSE76925","COPD","GSM2040921",0.000108417919612804,0.0774936316833564,0.811179114734074,0.111218835662957
"GSE76925","COPD","GSM2040922",0.234809128580874,0.026502220960247,0.552593033904714,0.186095616554165
"GSE76925","COPD","GSM2040923",0.174666866596319,0.0131902089381635,0.732472078045064,0.0796708464204541
"GSE76925","COPD","GSM2040924",0.743580415119136,0.00990143071929566,0.0803238035312777,0.166194350630291
"GSE76925","COPD","GSM2040925",0.69003758170319,0.00829914747814234,0.0946964116830293,0.206966859135639
"GSE76925","COPD","GSM2040926",1.07967138168752e-06,0.0128213236989566,0.895533917509475,0.0916436791201864
"GSE76925","COPD","GSM2040927",1.22569249884018e-05,0.00549699884410792,0.809696193460939,0.184794550769964
"GSE76925","COPD","GSM2040928",2.13718754714361e-07,0.0103562150568751,0.743730314594291,0.245913256630079
"GSE76925","COPD","GSM2040929",0.315532815336506,0.0308132453842544,0.46078216331316,0.19287177596608
"GSE76925","COPD","GSM2040930",1.54903402503316e-09,0.0139886314680036,0.899003611340216,0.0870077556427462
"GSE76925","COPD","GSM2040931",1.21375141753038e-07,0.0158053963627204,0.675233719670881,0.308960762591256
"GSE76925","COPD","GSM2040932",0.416305602998617,0.0159270245237527,0.33517662084598,0.23259075163165
"GSE76925","COPD","GSM2040933",0.23220244533255,0.0112753178581121,0.569340822866625,0.187181413942712
"GSE76925","COPD","GSM2040934",9.44820434684797e-07,0.0109578506179013,0.668448314639101,0.320592889922563
"GSE76925","COPD","GSM2040935",0.0468854013469367,0.0497668900982065,0.656248855737663,0.247098852817194
"GSE76925","COPD","GSM2040936",0.000200639261971333,0.0581297058645883,0.856065413528036,0.0856042413454047
"GSE76925","COPD","GSM2040937",0.151665518005487,0.0454738433706634,0.495137767795466,0.307722870828384
"GSE76925","COPD","GSM2040938",7.96548967943834e-07,0.0259392878888551,0.762509440893885,0.211550474668291
"GSE76925","COPD","GSM2040939",9.13733536568558e-07,0.0175987236968725,0.740176360815556,0.242224001754035
"GSE76925","COPD","GSM2040940",1.93237726299278e-08,0.0396766471054605,0.916963397436768,0.0433599361339992
"GSE76925","COPD","GSM2040941",1.23043979472372e-08,0.0155522289218729,0.915376582520659,0.0690711762530701
"GSE76925","COPD","GSM2040942",1.77900014082317e-09,0.0109866372786573,0.954293212509781,0.0347201484325619
"GSE47460","COPD","GSM1149948",0.344564478644866,0.00618759405563118,0.427411088017859,0.221836839281644
"GSE47460","COPD","GSM1149951",0.114216213043524,0.0093379807484197,0.663804109353681,0.212641696854375
"GSE47460","COPD","GSM1149958",0.327650347436043,0.0279192260971225,0.408975721153687,0.235454705313148
"GSE47460","COPD","GSM1149962",0.139324632894139,0.00750259602676575,0.582440163816315,0.270732607262779
"GSE47460","COPD","GSM1149963",0.494472517316511,0.00858098886348643,0.322743023421196,0.174203470398807
"GSE47460","COPD","GSM1149966",0.235289853225862,0.0179782037591053,0.651067986160386,0.0956639568546474
"GSE47460","COPD","GSM1149971",0.0239198388178051,0.0104335863063153,0.626435442363813,0.339211132512067
"GSE47460","COPD","GSM1149975",0.197393645522645,0.0154177603261839,0.5508303768147,0.236358217336471
"GSE47460","COPD","GSM1149981",0.196538702595114,0.00970831218299886,0.648781956719651,0.144971028502236
"GSE47460","COPD","GSM1149987",0.228787462710191,0.00981341455392272,0.495328646966638,0.266070475769249
"GSE47460","COPD","GSM1149988",1.51176660752028e-07,0.00438263332525468,0.549963948075886,0.445653267422199
"GSE47460","COPD","GSM1149992",0.244274205976189,0.0105627868540912,0.578615233426975,0.166547773742745
"GSE47460","COPD","GSM1149998",4.01116221635258e-08,0.00725047983936628,0.861809847454473,0.130939632594539
"GSE47460","COPD","GSM1150001",0.140041404610914,0.00880182610288006,0.569710912641664,0.281445856644542
"GSE47460","COPD","GSM1150012",0.0370758349566783,0.00657668834466673,0.808353956108826,0.147993520589829
"GSE47460","COPD","GSM1150014",0.276286865448416,0.0106137493808639,0.468432952395603,0.244666432775117
"GSE47460","COPD","GSM1150017",0.311931131294792,0.0136796481956162,0.437099614444069,0.237289606065523
"GSE47460","COPD","GSM1150030",5.3257154763238e-09,0.0100928331810142,0.725634164320915,0.264272997172356
"GSE47460","COPD","GSM1150031",0.219808919439197,0.00950253012917078,0.592298002113562,0.178390548318071
"GSE47460","COPD","GSM1150032",0.241643240429115,0.00876243448156546,0.473856874622329,0.27573745046699
"GSE47460","COPD","GSM1150037",0.285416481822534,0.0116014457962915,0.572107430950786,0.130874641430389
"GSE47460","COPD","GSM1150040",0.352459547417135,0.00667415762461898,0.459902222900372,0.180964072057874
"GSE47460","COPD","GSM1150041",0.115635900509432,0.0102300432708476,0.615071876274293,0.259062179945427
"GSE47460","COPD","GSM1150053",1.18576557500149e-05,0.00740201414333953,0.649987361043659,0.342598767157251
"GSE47460","COPD","GSM1150055",1.37352184592497e-05,0.0102700455996923,0.653657882120828,0.33605833706102
"GSE47460","COPD","GSM1150070",0.188826833848903,0.00629921328659583,0.644690777003346,0.160183175861155
"GSE47460","COPD","GSM1150075",0.125652796314291,0.00649411597582348,0.632645026329734,0.235208061380152
"GSE47460","COPD","GSM1150078",0.300486730032082,0.0123237511306804,0.521253794278146,0.165935724559091
"GSE47460","COPD","GSM1150080",0.0637802096401269,0.015521459429501,0.783024972370782,0.13767335855959
"GSE47460","COPD","GSM1150081",0.0401641876674556,0.00466370023900624,0.804323562976288,0.15084854911725
"GSE47460","COPD","GSM1150085",0.36517700873289,0.00719152211684687,0.504701272768509,0.122930196381755
"GSE47460","COPD","GSM1150090",0.145872498219399,0.0137935921524793,0.632281760171109,0.208052149457013
"GSE47460","COPD","GSM1150143",0.269930394528061,0.0119161599144969,0.537616139928223,0.180537305629219
"GSE47460","COPD","GSM1150144",0.340255975361921,0.00513390840962911,0.303037914119438,0.351572202109012
"GSE47460","COPD","GSM1150145",0.387138211049298,0.00768671731159669,0.350864610135161,0.254310461503944
"GSE47460","COPD","GSM1150146",0.217771352207582,0.00924355593785504,0.434988488045006,0.337996603809556
"GSE47460","COPD","GSM1150147",0.280221926923245,0.014066202407841,0.543203461623136,0.162508409045778
"GSE47460","COPD","GSM1150148",0.18329174503255,0.0117340357781261,0.65409053720075,0.150883681988574
"GSE47460","COPD","GSM1150149",0.377856363098499,0.0104523400405482,0.428362952122135,0.183328344738818
