"feature","estimate","ci_low","ci_high","p_value","fdr","smd","accession","disease","role"
"TIE_ANGPT_AXIS",NA,NA,NA,NA,NA,-0.291556160154687,"GSE4302","Asthma","discovery"
"VEGF_PDGF_AXIS",NA,NA,NA,NA,NA,-0.565052810239832,"GSE4302","Asthma","discovery"
"WNT_CTNNB1",NA,NA,NA,NA,NA,-0.393269998047478,"GSE4302","Asthma","discovery"
"EPH_RECEPTORS",NA,NA,NA,NA,NA,0.129783680357029,"GSE43696","Asthma","validation"
"ERBB_LIGANDS",NA,NA,NA,NA,NA,-0.0015356498027231,"GSE43696","Asthma","validation"
"ERBB_RECEPTORS",NA,NA,NA,NA,NA,-0.523233510462502,"GSE43696","Asthma","validation"
"FGFR_AXIS",NA,NA,NA,NA,NA,-0.0456508367913711,"GSE43696","Asthma","validation"
"HGF_MET_AXIS",NA,NA,NA,NA,NA,-0.022986365647981,"GSE43696","Asthma","validation"
"IGF_INSR_AXIS",NA,NA,NA,NA,NA,-0.370399123536866,"GSE43696","Asthma","validation"
"JAK_STAT",NA,NA,NA,NA,NA,-0.409348219328128,"GSE43696","Asthma","validation"
"PDGFR_KIT_CSF1R",NA,NA,NA,NA,NA,0.23704961099219,"GSE43696","Asthma","validation"
"PI3K_AKT",NA,NA,NA,NA,NA,0.220002837077129,"GSE43696","Asthma","validation"
"RAS_MAPK",NA,NA,NA,NA,NA,0.174191695989983,"GSE43696","Asthma","validation"
"RET_ALK_NTRK",NA,NA,NA,NA,NA,0.553607016792788,"GSE43696","Asthma","validation"
"SRC_FAK",NA,NA,NA,NA,NA,-0.137987948996061,"GSE43696","Asthma","validation"
"TAM_AXL_AXIS",NA,NA,NA,NA,NA,0.24945214815928,"GSE43696","Asthma","validation"
"TGFB_SMAD",NA,NA,NA,NA,NA,-0.502130617515594,"GSE43696","Asthma","validation"
"TIE_ANGPT_AXIS",NA,NA,NA,NA,NA,0.278473435562469,"GSE43696","Asthma","validation"
"VEGF_PDGF_AXIS",NA,NA,NA,NA,NA,-0.00084910929347023,"GSE43696","Asthma","validation"
"WNT_CTNNB1",NA,NA,NA,NA,NA,-0.710618935629601,"GSE43696","Asthma","validation"
"EPH_RECEPTORS",NA,NA,NA,NA,NA,0.0270939813001191,"GSE67472","Asthma","validation"
"ERBB_LIGANDS",NA,NA,NA,NA,NA,-0.287628799593611,"GSE67472","Asthma","validation"
"ERBB_RECEPTORS",NA,NA,NA,NA,NA,-0.531286469371118,"GSE67472","Asthma","validation"
"FGFR_AXIS",NA,NA,NA,NA,NA,-0.542092292109933,"GSE67472","Asthma","validation"
"HGF_MET_AXIS",NA,NA,NA,NA,NA,-0.247968962930912,"GSE67472","Asthma","validation"
"IGF_INSR_AXIS",NA,NA,NA,NA,NA,-1.14926724161031,"GSE67472","Asthma","validation"
"JAK_STAT",NA,NA,NA,NA,NA,-0.0457815168535684,"GSE67472","Asthma","validation"
"PDGFR_KIT_CSF1R",NA,NA,NA,NA,NA,0.533418393384907,"GSE67472","Asthma","validation"
"PI3K_AKT",NA,NA,NA,NA,NA,0.357032591307492,"GSE67472","Asthma","validation"
"RAS_MAPK",NA,NA,NA,NA,NA,0.276787480865594,"GSE67472","Asthma","validation"
"RET_ALK_NTRK",NA,NA,NA,NA,NA,-0.21594266945311,"GSE67472","Asthma","validation"
"SRC_FAK",NA,NA,NA,NA,NA,0.343876185303202,"GSE67472","Asthma","validation"
"TAM_AXL_AXIS",NA,NA,NA,NA,NA,0.0466243933505849,"GSE67472","Asthma","validation"
"TGFB_SMAD",NA,NA,NA,NA,NA,0.0536850992349637,"GSE67472","Asthma","validation"
"TIE_ANGPT_AXIS",NA,NA,NA,NA,NA,-0.596647674727603,"GSE67472","Asthma","validation"
"VEGF_PDGF_AXIS",NA,NA,NA,NA,NA,-0.360884358270201,"GSE67472","Asthma","validation"
"WNT_CTNNB1",NA,NA,NA,NA,NA,-0.543956488140338,"GSE67472","Asthma","validation"
"EPH_RECEPTORS",0.534672340155143,0.397235960807444,0.672108719502842,2.03266277067971e-13,3.25226043308753e-12,0.817446406226108,"GSE27342","STAD","discovery"
"ERBB_LIGANDS",0.0659717038176501,-0.0569271350146116,0.188870542649912,0.291787882961549,0.359123548260367,0.111696023128034,"GSE27342","STAD","discovery"
"ERBB_RECEPTORS",0.0989568078884174,-0.0196443188458041,0.217557934622639,0.10168867783953,0.13558490378604,0.18730526953778,"GSE27342","STAD","discovery"
"FGFR_AXIS",0.10355735710385,-0.00223146056925549,0.209346174776956,0.0550038756455907,0.0800056373026774,0.209118425880729,"GSE27342","STAD","discovery"
"HGF_MET_AXIS",0.268448642868946,0.14277861546464,0.394118670273251,3.38508556523064e-05,0.000135403422609226,0.418105870075494,"GSE27342","STAD","discovery"
"IGF_INSR_AXIS",0.0475035987901181,-0.0716823002959567,0.166689497876193,0.433611869971305,0.495556422824348,0.082576400611045,"GSE27342","STAD","discovery"
"JAK_STAT",0.27894335062657,0.160684052774176,0.397202648478965,4.9811028783885e-06,2.6565882018072e-05,0.51530352184961,"GSE27342","STAD","discovery"
"PDGFR_KIT_CSF1R",-0.0123350659561535,-0.133314182622829,0.108644050710522,0.841171412049308,0.897249506185929,-0.0224027229703747,"GSE27342","STAD","discovery"
"PI3K_AKT",0.216594204784558,0.111251550348409,0.321936859220707,6.49217215987434e-05,0.000207749509115979,0.481022865708891,"GSE27342","STAD","discovery"
"RAS_MAPK",0.152888329054123,0.0365963427777604,0.269180315330485,0.0101190102355533,0.0179893515298726,0.33298753226988,"GSE27342","STAD","discovery"
"RET_ALK_NTRK",-0.378190604694874,-0.489186391033809,-0.267194818355939,8.09479442571664e-11,6.47583554057331e-10,-0.852541638959475,"GSE27342","STAD","discovery"
"SRC_FAK",0.172560174832514,0.0517057454464427,0.293414604218586,0.00526396692922226,0.0105279338584445,0.321436352907376,"GSE27342","STAD","discovery"
"TGFB_SMAD",0.20670222182308,0.0888483502089372,0.324556093437223,0.000631234379942545,0.00168329167984679,0.397548481986858,"GSE27342","STAD","discovery"
"TIE_ANGPT_AXIS",-0.00106568091790315,-0.127915482725681,0.125784120889875,0.986825719108665,0.986825719108665,-0.00172965605163919,"GSE27342","STAD","discovery"
"VEGF_PDGF_AXIS",0.141794424984112,0.0433835116085608,0.240205338359664,0.0048694452728737,0.0105279338584445,0.315999310378914,"GSE27342","STAD","discovery"
"WNT_CTNNB1",0.155733582035739,0.0300060948425684,0.28146106922891,0.0153459551182203,0.0245535281891525,0.279951100536628,"GSE27342","STAD","discovery"
"EPH_RECEPTORS",0.675717817904999,0.519616894119885,0.831818741690113,1.14028933867868e-16,1.82446294188588e-15,1.3181752453027,"GSE63089","STAD","validation"
"ERBB_LIGANDS",-0.0786676872380442,-0.200206769200106,0.042871394724018,0.204221022564777,0.251348950848957,-0.180334312132157,"GSE63089","STAD","validation"
"ERBB_RECEPTORS",-0.155119292654943,-0.302145658771014,-0.00809292653887192,0.0386842642591709,0.0562680207406122,-0.289319262658076,"GSE63089","STAD","validation"
"FGFR_AXIS",-0.133493889831566,-0.280544143710854,0.0135563640477212,0.0751243914450482,0.100165855260064,-0.261143598648666,"GSE63089","STAD","validation"
"HGF_MET_AXIS",0.511371793840409,0.370183529712765,0.652560057968052,2.83586335446724e-12,1.51246045571586e-11,0.995397000744204,"GSE63089","STAD","validation"
"IGF_INSR_AXIS",0.020741641603984,-0.179686461815068,0.221169745023036,0.835751337254588,0.835751337254588,0.0310908444472383,"GSE63089","STAD","validation"
"JAK_STAT",0.425369943856374,0.276355915180545,0.574383972532204,2.99945253951615e-08,7.9985401053764e-08,0.8648557777658,"GSE63089","STAD","validation"
"PDGFR_KIT_CSF1R",-0.0621090371201184,-0.241990314317343,0.117772240077106,0.498059239269165,0.56921055916476,-0.0992243671840888,"GSE63089","STAD","validation"
"PI3K_AKT",0.339225147948158,0.225914995849269,0.452535300047047,6.41793036635112e-09,2.05373771723236e-08,0.922024370166962,"GSE63089","STAD","validation"
"RAS_MAPK",0.46434132132191,0.317522442530263,0.611160200113557,9.08750381153137e-10,3.63500152461255e-09,1.35392188763386,"GSE63089","STAD","validation"
"RET_ALK_NTRK",-0.499495150352481,-0.617207740240006,-0.381782560464956,4.18082526027734e-16,3.34466020822187e-15,-1.31228547460227,"GSE63089","STAD","validation"
"SRC_FAK",0.3686004901921,0.221690452747051,0.515510527637149,1.04665439698708e-06,1.86071892797702e-06,0.831871888559389,"GSE63089","STAD","validation"
"TGFB_SMAD",0.422734831905167,0.27371316929131,0.571756494519025,3.63767992063321e-08,8.31469696144733e-08,0.782236381649988,"GSE63089","STAD","validation"
"TIE_ANGPT_AXIS",0.0505865760864479,-0.140221556246457,0.241394708419353,0.602867885715165,0.643059078096176,0.077208824146079,"GSE63089","STAD","validation"
"VEGF_PDGF_AXIS",0.292958064419977,0.12370494231049,0.462211186529464,0.00071619101349113,0.00114590562158581,0.49596115544212,"GSE63089","STAD","validation"
"WNT_CTNNB1",0.368388210078021,0.222147545533696,0.514628874622346,9.49369441824778e-07,1.86071892797702e-06,0.800099126371737,"GSE63089","STAD","validation"
"EPH_RECEPTORS",0.656838341255607,0.473462553116133,0.840214129395082,7.1758057680618e-11,1.21988698057051e-09,1.7482522911593,"GSE13911","STAD","validation"
"ERBB_LIGANDS",-0.339172769675706,-0.487975380136921,-0.190370159214492,1.41265347271504e-05,8.00503634538526e-05,-1.06354478201971,"GSE13911","STAD","validation"
"ERBB_RECEPTORS",-0.305050205055152,-0.489785079280936,-0.120315330829368,0.00138543614887371,0.00301656704553688,-0.75740119253536,"GSE13911","STAD","validation"
"FGFR_AXIS",-0.0149796829682418,-0.186975274831691,0.157015908895207,0.863495877794113,0.863495877794113,-0.0418402073814873,"GSE13911","STAD","validation"
"HGF_MET_AXIS",0.224832450867136,0.025055904745838,0.424608996988434,0.0276928985541174,0.0427981159472724,0.505039325073007,"GSE13911","STAD","validation"
"IGF_INSR_AXIS",-0.0602539622474497,-0.248921009265836,0.128413084770937,0.528243426096973,0.598675882909903,-0.139782666960805,"GSE13911","STAD","validation"
"JAK_STAT",0.293005106137383,0.120778870021837,0.465231342252929,0.000999353399000916,0.00301656704553688,0.797754763691784,"GSE13911","STAD","validation"
"PDGFR_KIT_CSF1R",-0.311110712606483,-0.498624275624853,-0.123597149588112,0.00131677161975184,0.00301656704553688,-0.760450675627649,"GSE13911","STAD","validation"
"PI3K_AKT",0.220955930681929,0.068177041821433,0.373734819542425,0.00490958902274608,0.00834630133866833,0.721927507702685,"GSE13911","STAD","validation"
"RAS_MAPK",0.241239046128797,0.0948133918115693,0.387664700446024,0.00141956096260559,0.00301656704553688,0.848969030166778,"GSE13911","STAD","validation"
"RET_ALK_NTRK",-0.265400880638796,-0.432828516797194,-0.0979732444803978,0.00211108732619253,0.00398760939391923,-0.745855126445411,"GSE13911","STAD","validation"
"SRC_FAK",-0.0298632044775397,-0.196748250443878,0.137021841488799,0.723952787300912,0.769199836507219,-0.0909585201483035,"GSE13911","STAD","validation"
"TAM_AXL_AXIS",-0.121236643762151,-0.3164302597302,0.0739569722058974,0.22109235068029,0.313214163463744,-0.271783630194007,"GSE13911","STAD","validation"
"TGFB_SMAD",0.110231951240609,-0.0934220520186934,0.313885954499911,0.286299621506812,0.374391812739678,0.249381625986844,"GSE13911","STAD","validation"
"TIE_ANGPT_AXIS",0.0966350118095017,-0.092729098927871,0.285999122546874,0.314214212644008,0.381545829639153,0.227130986011371,"GSE13911","STAD","validation"
"VEGF_PDGF_AXIS",0.308741634354135,0.14662753263233,0.470855736075941,0.000246837274521059,0.0010490584167145,0.94152128395248,"GSE13911","STAD","validation"
"WNT_CTNNB1",0.542843963939377,0.358242025183678,0.727445902695076,4.21043031001227e-08,3.57886576351043e-07,1.3851993364944,"GSE13911","STAD","validation"
"EPH_RECEPTORS",0.0608312024019339,-0.105488727830232,0.2271511326341,0.472845466685493,0.535891528910225,0.104583312775087,"GSE15471","PAAD","discovery"
"ERBB_LIGANDS",0.147467929364973,-0.0174468178987851,0.312382676628731,0.0795711045121047,0.112725731392148,0.316321055159834,"GSE15471","PAAD","discovery"
"ERBB_RECEPTORS",-0.024294526095335,-0.211671159911388,0.163082107720718,0.799089694198502,0.849032800085908,-0.0428078881724326,"GSE15471","PAAD","discovery"
"FGFR_AXIS",0.132915848274898,-0.0260558181398857,0.291887514689682,0.101105614436137,0.132215034262641,0.263094296327333,"GSE15471","PAAD","discovery"
"HGF_MET_AXIS",0.753379132533316,0.54417754863262,0.962580716434011,4.28348142053401e-12,7.28191841490782e-11,1.2657789370825,"GSE15471","PAAD","discovery"
"IGF_INSR_AXIS",0.075659366229153,-0.117478212048458,0.268796944506764,0.441986267632267,0.535891528910225,0.126971709936312,"GSE15471","PAAD","discovery"
"JAK_STAT",0.545261861088798,0.349752351443765,0.740771370733831,6.37839945028209e-08,2.71081976636989e-07,0.872756961060223,"GSE15471","PAAD","discovery"
"PDGFR_KIT_CSF1R",0.479867910042847,0.292305340130871,0.667430479954823,6.67867289489921e-07,1.89229065355478e-06,0.848564268647731,"GSE15471","PAAD","discovery"
"PI3K_AKT",0.17371829236565,0.0421324857572684,0.305304098974032,0.00975386630786004,0.0165815727233621,0.450823725549996,"GSE15471","PAAD","discovery"
"RAS_MAPK",0.336442686050878,0.18957088055318,0.483314491548577,8.21710907898871e-06,1.99558363346869e-05,0.817850138837962,"GSE15471","PAAD","discovery"
"RET_ALK_NTRK",-0.451419211328645,-0.660213298149443,-0.242625124507847,2.52309014151265e-05,5.36156655071438e-05,-0.749161615065961,"GSE15471","PAAD","discovery"
"SRC_FAK",-0.0104698450981228,-0.12897897678351,0.108039286587264,0.862310727784837,0.862310727784837,-0.031994919573051,"GSE15471","PAAD","discovery"
"TAM_AXL_AXIS",0.218203773821656,0.0257400276758331,0.410667519967479,0.0263463673483642,0.0407171131747446,0.412808530489692,"GSE15471","PAAD","discovery"
"TGFB_SMAD",0.675943919347771,0.461516280770723,0.89037155792482,1.11434679487866e-09,9.47194775646863e-09,1.01467541118491,"GSE15471","PAAD","discovery"
"TIE_ANGPT_AXIS",0.444547885376994,0.278032705509742,0.611063065244246,3.68397952040199e-07,1.25255303693668e-06,0.719203650960248,"GSE15471","PAAD","discovery"
"VEGF_PDGF_AXIS",0.277651817497201,0.130027863318405,0.425275771675997,0.000241257706360716,0.000455709000903575,0.611931280396352,"GSE15471","PAAD","discovery"
"WNT_CTNNB1",0.509342800633974,0.345285482172695,0.673400119095253,1.93983256496061e-09,1.09923845347768e-08,1.0148495738548,"GSE15471","PAAD","discovery"
"EPH_RECEPTORS",0.576387375640863,0.433716185842419,0.719058565439306,8.49422133309703e-15,1.35907541329552e-13,1.063863462833,"GSE28735","PAAD","validation"
"ERBB_LIGANDS",0.204268894811017,0.0547623924084107,0.353775397213623,0.00747916002304841,0.0132962844854194,0.425699042199508,"GSE28735","PAAD","validation"
"ERBB_RECEPTORS",0.129747100399499,-0.0612255868552935,0.320719787654291,0.182669489906093,0.22482398757673,0.210464154477107,"GSE28735","PAAD","validation"
"FGFR_AXIS",-0.209366356574153,-0.34996215883075,-0.068770554317556,0.00357024486734256,0.00714048973468512,-0.466376099211724,"GSE28735","PAAD","validation"
"HGF_MET_AXIS",0.555468395584472,0.381305176630967,0.729631614537978,6.61842810163605e-10,5.29474248130884e-09,1.14678942223358,"GSE28735","PAAD","validation"
"IGF_INSR_AXIS",-0.371715183504644,-0.550124255945804,-0.193306111063484,4.79961901805621e-05,0.000148849022165463,-0.629749855606748,"GSE28735","PAAD","validation"
"JAK_STAT",0.222085481859798,0.0449170254271732,0.399253938292423,0.014090068832306,0.0225441101316895,0.33894645597085,"GSE28735","PAAD","validation"
"PDGFR_KIT_CSF1R",-0.121006215275415,-0.306111547229461,0.0640991166786305,0.199751416202248,0.228287332802569,-0.175290689789126,"GSE28735","PAAD","validation"
"PI3K_AKT",0.088253485347816,-0.0346706669151988,0.211177637610831,0.159105044407689,0.212140059210252,0.223306638610735,"GSE28735","PAAD","validation"
"RAS_MAPK",0.3387380590582,0.219378525192096,0.458097592924304,3.58971053994834e-08,1.91451228797245e-07,0.84989242001666,"GSE28735","PAAD","validation"
"SRC_FAK",0.306418372069975,0.158043981462007,0.454792762677942,5.58183833120486e-05,0.000148849022165463,0.728433377934777,"GSE28735","PAAD","validation"
"TAM_AXL_AXIS",-0.139428005209312,-0.302993302694855,0.0241372922762312,0.094651513261795,0.137674928380793,-0.23626461952666,"GSE28735","PAAD","validation"
"TGFB_SMAD",0.356152318107996,0.166112508492404,0.546192127723588,0.000251551805614415,0.000574975555690091,0.553719400572925,"GSE28735","PAAD","validation"
"TIE_ANGPT_AXIS",0.0370842842638779,-0.140997205848072,0.215165774375828,0.682468005310343,0.727965872331032,0.0499969116469086,"GSE28735","PAAD","validation"
"VEGF_PDGF_AXIS",0.00684985603269242,-0.167259086554779,0.180958798620164,0.93845266089508,0.93845266089508,0.0116174104362505,"GSE28735","PAAD","validation"
"WNT_CTNNB1",0.293154176493188,0.154385472491209,0.431922880495166,3.76968251867944e-05,0.000148849022165463,0.570734336740844,"GSE28735","PAAD","validation"
"EPH_RECEPTORS",0.569849314192427,0.403637032327313,0.736061596057542,1.02497659372913e-09,1.20214058263659e-08,1.03764971391043,"GSE62452","PAAD","validation"
"ERBB_LIGANDS",0.194151788647153,0.0515303986667368,0.336773178627569,0.0081752168278914,0.0163504336557828,0.41818426408867,"GSE62452","PAAD","validation"
"ERBB_RECEPTORS",0.110797794295338,-0.0755678751819287,0.297163463772605,0.240701710814105,0.296248259463514,0.182956879344666,"GSE62452","PAAD","validation"
"FGFR_AXIS",-0.182782768401237,-0.325774708740888,-0.0397908280615851,0.0128108949937435,0.0204974319899896,-0.404060016329128,"GSE62452","PAAD","validation"
"HGF_MET_AXIS",0.58018528457721,0.40886281161952,0.751507757534901,1.50267572829574e-09,1.20214058263659e-08,1.19293063822664,"GSE62452","PAAD","validation"
"IGF_INSR_AXIS",-0.393871214949126,-0.570759157940289,-0.216983271957963,2.69271202924019e-05,0.000107708481169608,-0.673936800069901,"GSE62452","PAAD","validation"
"JAK_STAT",0.259225881316504,0.0652403061406885,0.453211456492319,0.00937766415352362,0.0166714029395975,0.398642829903344,"GSE62452","PAAD","validation"
"PDGFR_KIT_CSF1R",-0.116491449280802,-0.311786820517893,0.0788039219562893,0.239158278799667,0.296248259463514,-0.169979199500337,"GSE62452","PAAD","validation"
"PI3K_AKT",0.0721054668709669,-0.0583315516495894,0.202542485391523,0.275068424944753,0.314363914222575,0.186046977144588,"GSE62452","PAAD","validation"
"RAS_MAPK",0.341210411488542,0.212011765914117,0.470409057062966,1.00782933676436e-06,5.37508979607657e-06,0.851396890395371,"GSE62452","PAAD","validation"
"SRC_FAK",0.312394656322243,0.159828737713864,0.464960574930622,0.000101056309330234,0.00032338018985675,0.728639988614958,"GSE62452","PAAD","validation"
"TAM_AXL_AXIS",-0.117538001795486,-0.290547234653014,0.0554712310620418,0.180523922732365,0.262580251247076,-0.213052748319345,"GSE62452","PAAD","validation"
"TGFB_SMAD",0.344675154803023,0.149179997702155,0.540170311903892,0.000717560764818281,0.00164013889101321,0.536794822150901,"GSE62452","PAAD","validation"
"TIE_ANGPT_AXIS",0.0633151105190136,-0.151864153541935,0.278494374579962,0.556951247347926,0.594081330504454,0.0872932241413435,"GSE62452","PAAD","validation"
"VEGF_PDGF_AXIS",0.0182487509663598,-0.151971554954539,0.188469056887259,0.831005981354102,0.831005981354102,0.030683893079113,"GSE62452","PAAD","validation"
"WNT_CTNNB1",0.301395206756771,0.14471233488916,0.458078078624382,0.000242829129739857,0.000647544345972953,0.570264229327843,"GSE62452","PAAD","validation"
"EPH_RECEPTORS",-0.0521288773161483,-0.183854827066393,0.0795970724340968,0.437360006687998,0.531080008121141,-0.135681042792483,"GSE57957","HCC","discovery"
"ERBB_LIGANDS",-0.109390446654454,-0.276462699945506,0.0576818066365982,0.198989376511292,0.281901616724331,-0.208647313697253,"GSE57957","HCC","discovery"
"ERBB_RECEPTORS",-0.227903191823778,-0.398982414838911,-0.0568239688086458,0.00911248273373625,0.0298259672478918,-0.437362561672167,"GSE57957","HCC","discovery"
"FGFR_AXIS",-0.106497806839994,-0.253594179153857,0.0405985654738685,0.155586102266152,0.251342503747853,-0.280216866819337,"GSE57957","HCC","discovery"
"HGF_MET_AXIS",-0.172186139762205,-0.33645502118431,-0.00791725834010035,0.0399649913820898,0.0970578362136466,-0.29507947690915,"GSE57957","HCC","discovery"
"IGF_INSR_AXIS",-0.303891730086593,-0.442828280225991,-0.164955179947195,2.02722799853715e-05,0.000344628759751316,-0.659816848537167,"GSE57957","HCC","discovery"
"JAK_STAT",0.102776093743147,-0.041603929558378,0.247156117044671,0.162633384778022,0.251342503747853,0.200802989841411,"GSE57957","HCC","discovery"
"PDGFR_KIT_CSF1R",-0.0724419268786294,-0.273968727056023,0.129084873298764,0.4804968936674,0.544563146156387,-0.10364215427263,"GSE57957","HCC","discovery"
"PI3K_AKT",0.0367640671758516,-0.101265607296584,0.174793741648287,0.601115616307355,0.638685342326565,0.0836751966266426,"GSE57957","HCC","discovery"
"RAS_MAPK",0.262183971118689,0.112662429856898,0.411705512380481,0.000613274463867016,0.00347522196191309,0.602789943003703,"GSE57957","HCC","discovery"
"RET_ALK_NTRK",-0.22119871282246,-0.39049417099492,-0.0519032546500011,0.0105268119698442,0.0298259672478918,-0.532936680692095,"GSE57957","HCC","discovery"
"SRC_FAK",-0.175855257303173,-0.310201842687755,-0.0415086719185918,0.01038715429083,0.0298259672478918,-0.475520915523933,"GSE57957","HCC","discovery"
"TAM_AXL_AXIS",-0.128483268397599,-0.33601790830466,0.0790513715094607,0.224528103273457,0.293613673511444,-0.198894669464396,"GSE57957","HCC","discovery"
"TGFB_SMAD",0.132574694169879,-0.0328305795819961,0.297979967921754,0.115992188904663,0.219096356819919,0.275531708648055,"GSE57957","HCC","discovery"
"TIE_ANGPT_AXIS",0.179215843993623,-0.0263438530725869,0.384775541059833,0.0873723771847932,0.185666301517686,0.308948562532293,"GSE57957","HCC","discovery"
"VEGF_PDGF_AXIS",0.259589137707815,0.133787050267532,0.385391225148098,5.72398652660272e-05,0.000486538854761232,0.668611308605962,"GSE57957","HCC","discovery"
"WNT_CTNNB1",-0.0100021512218772,-0.17369278727651,0.153688484832756,0.904523370808637,0.904523370808637,-0.0188093338537167,"GSE57957","HCC","discovery"
"EPH_RECEPTORS",NA,NA,NA,NA,NA,-0.449166868224861,"GSE62232","HCC","validation"
"ERBB_LIGANDS",NA,NA,NA,NA,NA,-1.29291267081778,"GSE62232","HCC","validation"
"ERBB_RECEPTORS",NA,NA,NA,NA,NA,-0.362038221890031,"GSE62232","HCC","validation"
"FGFR_AXIS",NA,NA,NA,NA,NA,-0.575408657466127,"GSE62232","HCC","validation"
"HGF_MET_AXIS",NA,NA,NA,NA,NA,-0.87871901120033,"GSE62232","HCC","validation"
"IGF_INSR_AXIS",NA,NA,NA,NA,NA,-0.978418910015154,"GSE62232","HCC","validation"
"JAK_STAT",NA,NA,NA,NA,NA,1.00723085001967,"GSE62232","HCC","validation"
"PDGFR_KIT_CSF1R",NA,NA,NA,NA,NA,0.0294290951468313,"GSE62232","HCC","validation"
"PI3K_AKT",NA,NA,NA,NA,NA,1.43359838858849,"GSE62232","HCC","validation"
"RAS_MAPK",NA,NA,NA,NA,NA,0.82239057273972,"GSE62232","HCC","validation"
"RET_ALK_NTRK",NA,NA,NA,NA,NA,-1.37172595854415,"GSE62232","HCC","validation"
"SRC_FAK",NA,NA,NA,NA,NA,-1.03762527772542,"GSE62232","HCC","validation"
"TAM_AXL_AXIS",NA,NA,NA,NA,NA,-0.73384162013053,"GSE62232","HCC","validation"
"TGFB_SMAD",NA,NA,NA,NA,NA,1.39272597243785,"GSE62232","HCC","validation"
"TIE_ANGPT_AXIS",NA,NA,NA,NA,NA,0.152976211360844,"GSE62232","HCC","validation"
"VEGF_PDGF_AXIS",NA,NA,NA,NA,NA,0.389885924128127,"GSE62232","HCC","validation"
"WNT_CTNNB1",NA,NA,NA,NA,NA,0.762224618174127,"GSE62232","HCC","validation"
"EPH_RECEPTORS",-0.0792906985588509,-0.212326754357227,0.0537453572395248,0.242413682354293,0.274735506668199,-0.150918663008341,"GSE23400","ESCC","discovery"
"ERBB_LIGANDS",-0.214918453508808,-0.371619838107925,-0.0582170689096917,0.00724090716866564,0.0102579518222763,-0.377284839186976,"GSE23400","ESCC","discovery"
"ERBB_RECEPTORS",-0.379835553942605,-0.502118794370137,-0.257552313515074,1.61924288264707e-09,1.37635645025001e-08,-0.890655361357744,"GSE23400","ESCC","discovery"
"FGFR_AXIS",-0.309306784608774,-0.436937287077634,-0.181676282139913,2.30062668680557e-06,9.77766341892367e-06,-0.690478647877208,"GSE23400","ESCC","discovery"
"HGF_MET_AXIS",0.32703482469079,0.190113575137325,0.463956074244255,3.1974977076522e-06,1.08714922060175e-05,0.709566902961286,"GSE23400","ESCC","discovery"
"IGF_INSR_AXIS",0.30876067914793,0.140557109471611,0.47696424882425,0.000480030975203297,0.000816052657845604,0.474710896040599,"GSE23400","ESCC","discovery"
"JAK_STAT",0.0442476902808801,-0.0794242127835515,0.167919593345312,0.482737423309792,0.512908512266654,0.100563828258092,"GSE23400","ESCC","discovery"
"PDGFR_KIT_CSF1R",-0.0938200765302568,-0.228338501069079,0.0406983480085658,0.171392640539102,0.224128837628057,-0.172212105787409,"GSE23400","ESCC","discovery"
"PI3K_AKT",0.182119795194854,0.081030954828568,0.283208635561139,0.000427539015879445,0.000807573696661174,0.506363278232703,"GSE23400","ESCC","discovery"
"RAS_MAPK",-0.0286532839010659,-0.163776936479711,0.106470368677579,0.677375851610847,0.677375851610847,-0.0659764596236767,"GSE23400","ESCC","discovery"
"RET_ALK_NTRK",-0.284075812132589,-0.417875308647638,-0.150276315617541,3.38960533399733e-05,7.20291133474433e-05,-0.606878086468835,"GSE23400","ESCC","discovery"
"SRC_FAK",0.404203727079189,0.282518494167953,0.525888959990424,1.18556504855742e-10,2.01546058254762e-09,0.9472206819945,"GSE23400","ESCC","discovery"
"TAM_AXL_AXIS",-0.261335338132258,-0.417402883117614,-0.105267793146901,0.00105451195428761,0.00162970029298995,-0.486482933939234,"GSE23400","ESCC","discovery"
"TGFB_SMAD",0.306368032433356,0.175823805166451,0.43691225970026,4.70615177477063e-06,1.33340966951834e-05,0.696557481645014,"GSE23400","ESCC","discovery"
"TIE_ANGPT_AXIS",0.0975056073850803,-0.0492707253555394,0.2442819401257,0.189544161468059,0.230160767496929,0.171214810891508,"GSE23400","ESCC","discovery"
"VEGF_PDGF_AXIS",0.317592615977907,0.19033537371448,0.444849858241334,1.15030435155311e-06,6.51839132546761e-06,0.636286033387547,"GSE23400","ESCC","discovery"
"WNT_CTNNB1",0.292811522779672,0.156379408273148,0.429243637286197,2.78755067562281e-05,6.76976592651254e-05,0.579010312985618,"GSE23400","ESCC","discovery"
"EPH_RECEPTORS",-0.196999110485209,-0.411122014437129,0.0171237934667116,0.0712003075444111,0.151300653531874,-0.519419193544539,"GSE20347","ESCC","validation"
"ERBB_LIGANDS",-0.204901354193264,-0.426455109073277,0.0166524006867479,0.0697434335851112,0.151300653531874,-0.353984444138235,"GSE20347","ESCC","validation"
"ERBB_RECEPTORS",-0.239894975176407,-0.541629682387099,0.0618397320342845,0.118689504869617,0.203604477749745,-0.403649180380358,"GSE20347","ESCC","validation"
"FGFR_AXIS",0.121905299868112,-0.0744138867012669,0.318224486437492,0.222581338225083,0.2910679038328,0.288465224328359,"GSE20347","ESCC","validation"
"HGF_MET_AXIS",0.160892134666774,-0.118819941669632,0.44060421100318,0.258454227956319,0.313837276804102,0.241999374205799,"GSE20347","ESCC","validation"
