"state","accession","variant","n_genes","yi","vi"
"LUAD FGFR_AXIS","GSE32863","drop_FGFR4",6,-1.36021644177187,0.0480492891390074
"LUAD FGFR_AXIS","GSE32863","drop_FGF2",6,-1.42285324540998,0.0435775625163603
"LUAD FGFR_AXIS","GSE32863","drop_FGF7",6,-1.6106341270907,0.0445679982290952
"LUAD FGFR_AXIS","GSE19804","full",8,-1.93124462267603,0.0614076149252477
"LUAD FGFR_AXIS","GSE19804","minus_overlap",8,-1.93124462267603,0.0614076149252477
"LUAD FGFR_AXIS","GSE19804","drop_FGFR4",7,-1.5492616885027,0.0489998953711733
"LUAD FGFR_AXIS","GSE19804","drop_FGF2",7,-1.74504479473685,0.0572832279325614
"LUAD FGFR_AXIS","GSE19804","drop_FGFR2",7,-1.73548778380418,0.0529144282051014
"LUAD FGFR_AXIS","GSE10072","full",7,-1.95205907959988,0.0988747477591849
"LUAD FGFR_AXIS","GSE10072","minus_overlap",7,-1.95205907959988,0.0988747477591849
"LUAD FGFR_AXIS","GSE10072","drop_FGFR4",6,-1.62856047585433,0.0834309462552214
"LUAD FGFR_AXIS","GSE10072","drop_FGF2",6,-1.62989502564189,0.0780656782568174
"LUAD FGFR_AXIS","GSE10072","drop_FGFR2",6,-1.67349358152576,0.0877258275199004
"LUAD JAK_STAT","GSE32863","full",9,-0.929241524806553,0.034525156679228
"LUAD JAK_STAT","GSE32863","minus_overlap",9,-0.929241524806553,0.034525156679228
"LUAD JAK_STAT","GSE32863","drop_JAK1",8,-0.539175933221982,0.0327025716947554
"LUAD JAK_STAT","GSE32863","drop_STAT1",8,-1.37546963336401,0.0440312973060056
"LUAD JAK_STAT","GSE32863","drop_JAK2",8,-0.690602488414264,0.0287586754438751
"LUAD JAK_STAT","GSE19804","full",9,-1.04887775405289,0.0306120304362059
"LUAD JAK_STAT","GSE19804","minus_overlap",9,-1.04887775405289,0.0306120304362059
"LUAD JAK_STAT","GSE19804","drop_STAT5B",8,-0.815789984514449,0.0279658010721132
"LUAD JAK_STAT","GSE19804","drop_JAK2",8,-0.911732743943025,0.0265412651446087
"LUAD JAK_STAT","GSE19804","drop_STAT5A",8,-0.873026944227982,0.0273798723993861
"LUAD JAK_STAT","GSE10072","full",9,-0.965383670875702,0.0529943390093745
"LUAD JAK_STAT","GSE10072","minus_overlap",9,-0.965383670875702,0.0529943390093745
"LUAD JAK_STAT","GSE10072","drop_STAT5A",8,-0.695796653693276,0.0473029223839539
"LUAD JAK_STAT","GSE10072","drop_STAT5B",8,-0.839393216662385,0.0509560218788539
"LUAD JAK_STAT","GSE10072","drop_JAK2",8,-0.775468111895716,0.0491265450368527
"COPD SRC_FAK","GSE76925","full",5,-0.278775918017431,0.0342663467986331
"COPD SRC_FAK","GSE76925","minus_overlap",5,-0.278775918017431,0.0342663467986331
"COPD SRC_FAK","GSE76925","drop_YES1",4,0.114126957896837,0.0340521380239719
"COPD SRC_FAK","GSE76925","drop_PTK2B",4,-0.451933404104114,0.0346853129882975
"COPD SRC_FAK","GSE76925","drop_SRC",4,-0.322523123975031,0.0343534499543687
"COPD SRC_FAK","GSE47460","full",4,-0.280518356377831,0.0180522799764221
"COPD SRC_FAK","GSE47460","minus_overlap",4,-0.280518356377831,0.0180522799764221
"COPD SRC_FAK","GSE47460","drop_PTK2",3,-0.122359107530574,0.0179172825250042
"COPD SRC_FAK","GSE47460","drop_FYN",3,-0.225745572291672,0.0179935310678296
"COPD SRC_FAK","GSE47460","drop_YES1",3,-0.454670672467873,0.0183235402987472
