"disease","feature","k","est","se","p","ci_lo","ci_hi","I2","tau2","measures","cohorts","note","fdr"
"ESCC","RAS_MAPK",2,-0.489148841273993,0.428740996848329,0.458163333606076,-5.9368197260205,4.95852204347251,84.4405936589294,0.311701669014081,"SMCRPH 2","GSE23400;GSE20347","",0.556341190807378
"HCC","RAS_MAPK",2,0.883465534422435,0.189970881423144,0.134838654744918,-1.53034337885161,3.29727444769648,0,0,"SMCRPH 1|SMDH 1","GSE57957;GSE62232","",0.512913904699689
"IBD","RAS_MAPK",3,0.243158977718673,0.152877608132786,0.252682670732529,-0.414620280231427,0.900938235668774,9.5199482630596,0.00674012424712101,"SMDH 3","GSE75214;GSE87473;GSE179285","",0.357967116871083
"LUAD","RAS_MAPK",3,-0.0323011397984996,0.321776986828419,0.929196205396909,-1.41679577054635,1.35219349094935,89.0768684584304,0.276376344023343,"SMCRPH 3","GSE32863;GSE19804;GSE10072","",0.929196205396909
"NAFLD","RAS_MAPK",2,0.439053736821558,0.498444751266134,0.540276369394808,-5.89428732243761,6.77239479608073,79.9692279417039,0.399511806572861,"SMDH 2","GSE33814;GSE66676","",0.919661679056586
"PAAD","RAS_MAPK",3,1.14665447828512,0.136666668089124,0.0139099096770086,0.558625265765682,1.73468369080455,0,0,"SMCRPH 3","GSE15471;GSE28735;GSE62452","",0.111279277416069
"STAD","RAS_MAPK",3,0.866399321053655,0.27034244113438,0.0851161098543735,-0.29679032126032,2.02958896336763,82.6849421639035,0.179219995374756,"SMCRPH 2|SMDH 1","GSE27342;GSE63089;GSE13911","",0.181686613922595
"Asthma","RET_ALK_NTRK",3,0.0846109462172257,0.253172401026567,0.770017416270771,-1.00470197615696,1.17392386859141,72.5916423813637,0.139336449948912,"SMDH 3","GSE4302;GSE43696;GSE67472","",0.770017416270771
"COPD","RET_ALK_NTRK",2,0.702221519290602,0.110518875643993,0.0993789829428618,-0.702053941853805,2.10649698043501,0,0,"SMDH 2","GSE76925;GSE47460","",0.647626107011489
"CRC","RET_ALK_NTRK",3,-1.16660783866946,0.212185332058586,0.0315251911586168,-2.07956763686413,-0.253648040474791,70.1898875870925,0.0868120084059556,"SMCRPH 1|SMDH 2","GSE44076;GSE41258;GSE23878","",0.0669910312120608
