"accession","disease","module","left_out","n_genes","smd_loo"
"GSE179285","IBD","RAS_MAPK","ETV4",11,-0.0163317657257313
"GSE179285","IBD","RAS_MAPK","ETV5",11,-0.0225517654138784
"GSE179285","IBD","RET_ALK_NTRK","RET",5,0.414209149713422
"GSE179285","IBD","RET_ALK_NTRK","ALK",5,0.234883301243025
"GSE179285","IBD","RET_ALK_NTRK","ROS1",5,0.598161054596009
"GSE179285","IBD","RET_ALK_NTRK","NTRK1",5,0.103379257899264
"GSE179285","IBD","RET_ALK_NTRK","NTRK2",5,0.655355616644403
"GSE179285","IBD","RET_ALK_NTRK","NTRK3",5,0.391244121361129
"GSE179285","IBD","SRC_FAK","SRC",4,0.629856218352006
"GSE179285","IBD","SRC_FAK","FYN",4,-0.0563234999065378
"GSE179285","IBD","SRC_FAK","YES1",4,0.485332174357617
"GSE179285","IBD","SRC_FAK","PTK2",4,0.434842898129347
"GSE179285","IBD","SRC_FAK","PTK2B",4,0.484041426267427
"GSE179285","IBD","TAM_AXL_AXIS","AXL",2,0.671723123208679
"GSE179285","IBD","TAM_AXL_AXIS","TYRO3",2,0.0844221558832254
"GSE179285","IBD","TAM_AXL_AXIS","MERTK",2,0.714416541032667
"GSE179285","IBD","TGFB_SMAD","TGFB1",4,0.590339042152285
"GSE179285","IBD","TGFB_SMAD","TGFBR1",4,0.720431189504548
"GSE179285","IBD","TGFB_SMAD","TGFBR2",4,0.487009224143699
"GSE179285","IBD","TGFB_SMAD","SMAD2",4,1.03255188493377
"GSE179285","IBD","TGFB_SMAD","SMAD3",4,1.07354458176682
"GSE179285","IBD","TIE_ANGPT_AXIS","TEK",2,0.96353970049843
"GSE179285","IBD","TIE_ANGPT_AXIS","ANGPT1",2,1.53331836673217
"GSE179285","IBD","TIE_ANGPT_AXIS","ANGPT2",2,0.836031529767271
"GSE179285","IBD","VEGF_PDGF_AXIS","FLT1",8,1.4090378315479
"GSE179285","IBD","VEGF_PDGF_AXIS","KDR",8,1.41820372283071
"GSE179285","IBD","VEGF_PDGF_AXIS","FLT4",8,1.30578262106196
"GSE179285","IBD","VEGF_PDGF_AXIS","VEGFA",8,1.4374405773279
"GSE179285","IBD","VEGF_PDGF_AXIS","VEGFB",8,1.52022440778916
"GSE179285","IBD","VEGF_PDGF_AXIS","VEGFC",8,1.41465757200071
"GSE179285","IBD","VEGF_PDGF_AXIS","PGF",8,1.44089366560289
"GSE179285","IBD","VEGF_PDGF_AXIS","PDGFA",8,1.4815630981011
"GSE179285","IBD","VEGF_PDGF_AXIS","PDGFB",8,1.41440641591245
"GSE179285","IBD","WNT_CTNNB1","CTNNB1",3,0.263565184752062
"GSE179285","IBD","WNT_CTNNB1","AXIN2",3,0.41749654862353
"GSE179285","IBD","WNT_CTNNB1","MYC",3,0.473863776071849
"GSE179285","IBD","WNT_CTNNB1","CCND1",3,-0.0730661858523016
"GSE4302","Asthma","EPH_RECEPTORS","EPHA1",3,0.518870839818736
"GSE4302","Asthma","EPH_RECEPTORS","EPHA2",3,0.688072337668812
"GSE4302","Asthma","EPH_RECEPTORS","EPHB2",3,0.480786837674836
"GSE4302","Asthma","EPH_RECEPTORS","EPHB4",3,0.237383209843532
"GSE4302","Asthma","ERBB_LIGANDS","EGF",5,-0.0804768754946265
"GSE4302","Asthma","ERBB_LIGANDS","TGFA",5,-0.333563220209365
"GSE4302","Asthma","ERBB_LIGANDS","AREG",5,-0.0765985074888179
"GSE4302","Asthma","ERBB_LIGANDS","EREG",5,-0.122671622527915
"GSE4302","Asthma","ERBB_LIGANDS","HBEGF",5,-0.228913251752599
"GSE4302","Asthma","ERBB_LIGANDS","NRG1",5,-0.320944015148947
"GSE4302","Asthma","ERBB_RECEPTORS","EGFR",3,-0.261437191003437
"GSE4302","Asthma","ERBB_RECEPTORS","ERBB2",3,-0.112884191060123
"GSE4302","Asthma","ERBB_RECEPTORS","ERBB3",3,-0.0296339439605207
"GSE4302","Asthma","ERBB_RECEPTORS","ERBB4",3,-0.0695886182565309
"GSE4302","Asthma","FGFR_AXIS","FGFR1",7,0.201017443561972
"GSE4302","Asthma","FGFR_AXIS","FGFR2",7,0.379417068426749
"GSE4302","Asthma","FGFR_AXIS","FGFR3",7,0.371480940931066
"GSE4302","Asthma","FGFR_AXIS","FGFR4",7,0.10798343052732
"GSE4302","Asthma","FGFR_AXIS","FGF1",7,0.395023077275374
"GSE4302","Asthma","FGFR_AXIS","FGF2",7,0.424414696779354
"GSE4302","Asthma","FGFR_AXIS","FGF7",7,0.476166359850041
"GSE4302","Asthma","FGFR_AXIS","FGF10",7,0.361998920230476
"GSE4302","Asthma","HGF_MET_AXIS","MET",2,-0.15166511716705
"GSE4302","Asthma","HGF_MET_AXIS","MST1R",2,-0.352228288723253
"GSE4302","Asthma","HGF_MET_AXIS","HGF",2,0.127301110096378
"GSE4302","Asthma","IGF_INSR_AXIS","IGF1R",2,-0.729930315104617
"GSE4302","Asthma","IGF_INSR_AXIS","INSR",2,-0.188715026701036
"GSE4302","Asthma","IGF_INSR_AXIS","IGF1",2,-0.523335402758864
"GSE4302","Asthma","JAK_STAT","JAK1",8,-0.0332488138362321
"GSE4302","Asthma","JAK_STAT","JAK2",8,0.312516032884797
"GSE4302","Asthma","JAK_STAT","JAK3",8,-0.0836169811821614
"GSE4302","Asthma","JAK_STAT","TYK2",8,0.0724080592989725
"GSE4302","Asthma","JAK_STAT","STAT1",8,0.0512346571177837
"GSE4302","Asthma","JAK_STAT","STAT3",8,-0.0346691524238188
"GSE4302","Asthma","JAK_STAT","STAT5A",8,0.0420414970541357
"GSE4302","Asthma","JAK_STAT","STAT5B",8,0.0255567609371689
"GSE4302","Asthma","JAK_STAT","STAT6",8,0.210794937377026
"GSE4302","Asthma","PDGFR_KIT_CSF1R","PDGFRA",4,0.709382200096354
"GSE4302","Asthma","PDGFR_KIT_CSF1R","PDGFRB",4,0.545175513261298
"GSE4302","Asthma","PDGFR_KIT_CSF1R","KIT",4,0.0902621383718074
"GSE4302","Asthma","PDGFR_KIT_CSF1R","CSF1R",4,0.432940121807774
"GSE4302","Asthma","PDGFR_KIT_CSF1R","FLT3",4,0.560331916831503
"GSE4302","Asthma","PI3K_AKT","PIK3CA",8,0.567465770078474
"GSE4302","Asthma","PI3K_AKT","PIK3CB",8,0.373701395912573
"GSE4302","Asthma","PI3K_AKT","PIK3CD",8,0.349197451309887
"GSE4302","Asthma","PI3K_AKT","AKT1",8,0.306819932648137
"GSE4302","Asthma","PI3K_AKT","AKT2",8,0.52966182068151
"GSE4302","Asthma","PI3K_AKT","PDPK1",8,0.425448079306846
"GSE4302","Asthma","PI3K_AKT","MTOR",8,0.547166755999877
"GSE4302","Asthma","PI3K_AKT","RPTOR",8,0.424940079847339
"GSE4302","Asthma","PI3K_AKT","RPS6KB1",8,0.429040406010912
"GSE4302","Asthma","RAS_MAPK","KRAS",11,0.621560297949741
"GSE4302","Asthma","RAS_MAPK","NRAS",11,0.550667271427477
"GSE4302","Asthma","RAS_MAPK","HRAS",11,0.49562732412885
"GSE4302","Asthma","RAS_MAPK","BRAF",11,0.665004519938217
"GSE4302","Asthma","RAS_MAPK","RAF1",11,0.659121643531102
"GSE4302","Asthma","RAS_MAPK","MAP2K1",11,0.637601617127641
"GSE4302","Asthma","RAS_MAPK","MAP2K2",11,0.574967159338888
"GSE4302","Asthma","RAS_MAPK","MAPK1",11,0.672770064826252
"GSE4302","Asthma","RAS_MAPK","MAPK3",11,0.524068387486787
"GSE4302","Asthma","RAS_MAPK","DUSP6",11,0.779287939129278
"GSE4302","Asthma","RAS_MAPK","ETV4",11,0.494198906047462
"GSE4302","Asthma","RAS_MAPK","ETV5",11,0.546843662753561
"GSE4302","Asthma","RET_ALK_NTRK","RET",5,0.117693094637514
"GSE4302","Asthma","RET_ALK_NTRK","ALK",5,0.101177315843974
"GSE4302","Asthma","RET_ALK_NTRK","ROS1",5,0.101598036921653
"GSE4302","Asthma","RET_ALK_NTRK","NTRK1",5,-0.119230136520364
"GSE4302","Asthma","RET_ALK_NTRK","NTRK2",5,-0.0424493063819844
"GSE4302","Asthma","RET_ALK_NTRK","NTRK3",5,0.100941851711653
"GSE4302","Asthma","SRC_FAK","SRC",4,0.331670080658848
"GSE4302","Asthma","SRC_FAK","FYN",4,0.435893196600994
"GSE4302","Asthma","SRC_FAK","YES1",4,0.447744445651037
"GSE4302","Asthma","SRC_FAK","PTK2",4,0.83265787857484
"GSE4302","Asthma","SRC_FAK","PTK2B",4,0.533690408095538
"GSE4302","Asthma","TAM_AXL_AXIS","AXL",2,0.591480285112935
"GSE4302","Asthma","TAM_AXL_AXIS","TYRO3",2,0.272110229159036
"GSE4302","Asthma","TAM_AXL_AXIS","MERTK",2,0.343051138929679
"GSE4302","Asthma","TGFB_SMAD","TGFB1",4,-0.0275079384421846
"GSE4302","Asthma","TGFB_SMAD","TGFBR1",4,0.254704015149182
"GSE4302","Asthma","TGFB_SMAD","TGFBR2",4,0.103926698273494
"GSE4302","Asthma","TGFB_SMAD","SMAD2",4,0.261245966958913
"GSE4302","Asthma","TGFB_SMAD","SMAD3",4,0.356496898105916
"GSE4302","Asthma","TIE_ANGPT_AXIS","TEK",2,-0.445767591245016
"GSE4302","Asthma","TIE_ANGPT_AXIS","ANGPT1",2,-0.109308402556513
"GSE4302","Asthma","TIE_ANGPT_AXIS","ANGPT2",2,-0.34772819295891
"GSE4302","Asthma","VEGF_PDGF_AXIS","FLT1",8,0.0259741645057996
"GSE4302","Asthma","VEGF_PDGF_AXIS","KDR",8,0.0378460396135073
"GSE4302","Asthma","VEGF_PDGF_AXIS","FLT4",8,-0.209859887591388
"GSE4302","Asthma","VEGF_PDGF_AXIS","VEGFA",8,0.121474814556321
"GSE4302","Asthma","VEGF_PDGF_AXIS","VEGFB",8,-0.150737401325134
"GSE4302","Asthma","VEGF_PDGF_AXIS","VEGFC",8,-0.128703471593193
"GSE4302","Asthma","VEGF_PDGF_AXIS","PGF",8,-0.150293930588922
"GSE4302","Asthma","VEGF_PDGF_AXIS","PDGFA",8,-0.170751419455074
"GSE4302","Asthma","VEGF_PDGF_AXIS","PDGFB",8,-0.187369724470341
"GSE4302","Asthma","WNT_CTNNB1","CTNNB1",3,-0.0307145320682751
"GSE4302","Asthma","WNT_CTNNB1","AXIN2",3,-0.304840503343752
"GSE4302","Asthma","WNT_CTNNB1","MYC",3,-0.407745262637313
"GSE4302","Asthma","WNT_CTNNB1","CCND1",3,-0.160350202566024
"GSE43696","Asthma","EPH_RECEPTORS","EPHA1",3,-0.1186615129522
"GSE43696","Asthma","EPH_RECEPTORS","EPHA2",3,0.286065932678927
"GSE43696","Asthma","EPH_RECEPTORS","EPHB2",3,0.117014691037169
"GSE43696","Asthma","EPH_RECEPTORS","EPHB4",3,-0.00264185207062165
"GSE43696","Asthma","ERBB_LIGANDS","EGF",5,-0.374480832231034
"GSE43696","Asthma","ERBB_LIGANDS","TGFA",5,-0.41093606202757
"GSE43696","Asthma","ERBB_LIGANDS","AREG",5,-0.277332324862692
"GSE43696","Asthma","ERBB_LIGANDS","EREG",5,-0.291164693287965
"GSE43696","Asthma","ERBB_LIGANDS","HBEGF",5,-0.400384523414893
"GSE43696","Asthma","ERBB_LIGANDS","NRG1",5,-0.204476350437085
"GSE43696","Asthma","ERBB_RECEPTORS","EGFR",3,-0.393914841292991
"GSE43696","Asthma","ERBB_RECEPTORS","ERBB2",3,-0.00506960845244493
"GSE43696","Asthma","ERBB_RECEPTORS","ERBB3",3,-0.38889203441037
"GSE43696","Asthma","ERBB_RECEPTORS","ERBB4",3,-0.53103434377892
"GSE43696","Asthma","FGFR_AXIS","FGFR1",7,-0.363177496185384
"GSE43696","Asthma","FGFR_AXIS","FGFR2",7,0.235292830171012
"GSE43696","Asthma","FGFR_AXIS","FGFR3",7,-0.0670147212218919
"GSE43696","Asthma","FGFR_AXIS","FGFR4",7,-0.295196526624457
"GSE43696","Asthma","FGFR_AXIS","FGF1",7,0.000501673826072409
"GSE43696","Asthma","FGFR_AXIS","FGF2",7,-0.0935318862204278
"GSE43696","Asthma","FGFR_AXIS","FGF7",7,-0.176828066674916
"GSE43696","Asthma","FGFR_AXIS","FGF10",7,-0.0215860243444771
"GSE43696","Asthma","HGF_MET_AXIS","MET",2,0.317975583091552
"GSE43696","Asthma","HGF_MET_AXIS","MST1R",2,-0.114242973604358
"GSE43696","Asthma","HGF_MET_AXIS","HGF",2,-0.227825246085249
"GSE43696","Asthma","IGF_INSR_AXIS","IGF1R",3,-0.344548618216962
"GSE43696","Asthma","IGF_INSR_AXIS","INSR",3,0.0985397037295921
"GSE43696","Asthma","IGF_INSR_AXIS","IGF1",3,-0.403171092097224
"GSE43696","Asthma","IGF_INSR_AXIS","IGF2",3,-0.569518667850272
"GSE43696","Asthma","JAK_STAT","JAK1",8,-0.350739546264383
"GSE43696","Asthma","JAK_STAT","JAK2",8,-0.291171931686249
"GSE43696","Asthma","JAK_STAT","JAK3",8,-0.481255614822859
"GSE43696","Asthma","JAK_STAT","TYK2",8,-0.509505848413156
"GSE43696","Asthma","JAK_STAT","STAT1",8,-0.560518003248599
"GSE43696","Asthma","JAK_STAT","STAT3",8,-0.312125947889691
"GSE43696","Asthma","JAK_STAT","STAT5A",8,-0.612295830217695
"GSE43696","Asthma","JAK_STAT","STAT5B",8,-0.521009372691304
"GSE43696","Asthma","JAK_STAT","STAT6",8,-0.407849510753036
"GSE43696","Asthma","PDGFR_KIT_CSF1R","PDGFRA",4,0.116054356442693
"GSE43696","Asthma","PDGFR_KIT_CSF1R","PDGFRB",4,0.390738494185307
"GSE43696","Asthma","PDGFR_KIT_CSF1R","KIT",4,-0.286277008082685
"GSE43696","Asthma","PDGFR_KIT_CSF1R","CSF1R",4,0.369070004793776
"GSE43696","Asthma","PDGFR_KIT_CSF1R","FLT3",4,0.0343181530218234
"GSE43696","Asthma","PI3K_AKT","PIK3CA",8,0.203575019507053
"GSE43696","Asthma","PI3K_AKT","PIK3CB",8,0.0575806219591317
"GSE43696","Asthma","PI3K_AKT","PIK3CD",8,0.225809924919793
"GSE43696","Asthma","PI3K_AKT","AKT1",8,0.2175902488055
"GSE43696","Asthma","PI3K_AKT","AKT2",8,0.162157839503216
"GSE43696","Asthma","PI3K_AKT","PDPK1",8,0.22118165619946
"GSE43696","Asthma","PI3K_AKT","MTOR",8,0.0675428990275266
"GSE43696","Asthma","PI3K_AKT","RPTOR",8,0.234932163414289
"GSE43696","Asthma","PI3K_AKT","RPS6KB1",8,0.291382047169013
"GSE43696","Asthma","RAS_MAPK","KRAS",11,0.0964727863572948
"GSE43696","Asthma","RAS_MAPK","NRAS",11,0.0373763561554534
"GSE43696","Asthma","RAS_MAPK","HRAS",11,0.0656497857852013
"GSE43696","Asthma","RAS_MAPK","BRAF",11,0.0824468664878918
"GSE43696","Asthma","RAS_MAPK","RAF1",11,0.0850249442211078
"GSE43696","Asthma","RAS_MAPK","MAP2K1",11,0.169224461185279
"GSE43696","Asthma","RAS_MAPK","MAP2K2",11,0.0229437167224502
"GSE43696","Asthma","RAS_MAPK","MAPK1",11,0.230145912741871
"GSE43696","Asthma","RAS_MAPK","MAPK3",11,0.125938781511267
"GSE43696","Asthma","RAS_MAPK","DUSP6",11,0.166195643470164
"GSE43696","Asthma","RAS_MAPK","ETV4",11,0.0496715085614865
"GSE43696","Asthma","RAS_MAPK","ETV5",11,0.156804030200237
"GSE43696","Asthma","RET_ALK_NTRK","RET",5,0.372408406046253
"GSE43696","Asthma","RET_ALK_NTRK","ALK",5,0.624870109866878
"GSE43696","Asthma","RET_ALK_NTRK","ROS1",5,0.377511464857837
"GSE43696","Asthma","RET_ALK_NTRK","NTRK1",5,0.187786739842177
"GSE43696","Asthma","RET_ALK_NTRK","NTRK2",5,0.0250796084932615
"GSE43696","Asthma","RET_ALK_NTRK","NTRK3",5,0.366315928446594
"GSE43696","Asthma","SRC_FAK","SRC",4,-0.213454997702297
"GSE43696","Asthma","SRC_FAK","FYN",4,-0.0228736521827747
"GSE43696","Asthma","SRC_FAK","YES1",4,-0.148533406273966
"GSE43696","Asthma","SRC_FAK","PTK2",4,0.0742698984495303
"GSE43696","Asthma","SRC_FAK","PTK2B",4,-0.413619898944335
"GSE43696","Asthma","TAM_AXL_AXIS","AXL",2,0.477776162705818
"GSE43696","Asthma","TAM_AXL_AXIS","TYRO3",2,-0.189353867698413
"GSE43696","Asthma","TAM_AXL_AXIS","MERTK",2,0.173543250219003
"GSE43696","Asthma","TGFB_SMAD","TGFB1",4,-0.47638412001465
"GSE43696","Asthma","TGFB_SMAD","TGFBR1",4,-0.468985160357573
"GSE43696","Asthma","TGFB_SMAD","TGFBR2",4,-0.438975376889525
"GSE43696","Asthma","TGFB_SMAD","SMAD2",4,-0.255197314466574
"GSE43696","Asthma","TGFB_SMAD","SMAD3",4,-0.205120908953763
"GSE43696","Asthma","TIE_ANGPT_AXIS","TEK",2,0.272700543301392
"GSE43696","Asthma","TIE_ANGPT_AXIS","ANGPT1",2,-0.0319958983271039
"GSE43696","Asthma","TIE_ANGPT_AXIS","ANGPT2",2,0.25046688341657
"GSE43696","Asthma","VEGF_PDGF_AXIS","FLT1",8,-0.101227936269063
"GSE43696","Asthma","VEGF_PDGF_AXIS","KDR",8,-0.0306635173436621
"GSE43696","Asthma","VEGF_PDGF_AXIS","FLT4",8,-0.179750814190138
"GSE43696","Asthma","VEGF_PDGF_AXIS","VEGFA",8,0.228599231821592
"GSE43696","Asthma","VEGF_PDGF_AXIS","VEGFB",8,0.050920509081395
"GSE43696","Asthma","VEGF_PDGF_AXIS","VEGFC",8,0.00978712381996813
"GSE43696","Asthma","VEGF_PDGF_AXIS","PGF",8,-0.0653678218866938
"GSE43696","Asthma","VEGF_PDGF_AXIS","PDGFA",8,-0.0446690816510625
"GSE43696","Asthma","VEGF_PDGF_AXIS","PDGFB",8,-0.108607017534967
"GSE43696","Asthma","WNT_CTNNB1","CTNNB1",3,-0.70655403167897
"GSE43696","Asthma","WNT_CTNNB1","AXIN2",3,-0.430723029953022
"GSE43696","Asthma","WNT_CTNNB1","MYC",3,-0.581965593748084
"GSE43696","Asthma","WNT_CTNNB1","CCND1",3,-0.631058665211908
"GSE67472","Asthma","EPH_RECEPTORS","EPHA1",3,-0.130571590811524
"GSE67472","Asthma","EPH_RECEPTORS","EPHA2",3,0.144405185279004
"GSE67472","Asthma","EPH_RECEPTORS","EPHB2",3,0.183042444550694
"GSE67472","Asthma","EPH_RECEPTORS","EPHB4",3,-0.150323720479893
"GSE67472","Asthma","ERBB_LIGANDS","EGF",4,-0.196072789447487
"GSE67472","Asthma","ERBB_LIGANDS","TGFA",4,-0.242629980766152
"GSE67472","Asthma","ERBB_LIGANDS","EREG",4,-0.0988782386401992
"GSE67472","Asthma","ERBB_LIGANDS","HBEGF",4,-0.254536433097847
"GSE67472","Asthma","ERBB_LIGANDS","NRG1",4,-0.16958828884637
"GSE67472","Asthma","ERBB_RECEPTORS","EGFR",3,-0.34484196836623
"GSE67472","Asthma","ERBB_RECEPTORS","ERBB2",3,-0.512256800814939
"GSE67472","Asthma","ERBB_RECEPTORS","ERBB3",3,-0.258448317065853
"GSE67472","Asthma","ERBB_RECEPTORS","ERBB4",3,-0.450496518624645
"GSE67472","Asthma","FGFR_AXIS","FGFR1",7,-0.599930209125412
"GSE67472","Asthma","FGFR_AXIS","FGFR2",7,-0.208063316341321
"GSE67472","Asthma","FGFR_AXIS","FGFR3",7,-0.280002111999839
"GSE67472","Asthma","FGFR_AXIS","FGFR4",7,-0.414702917389645
"GSE67472","Asthma","FGFR_AXIS","FGF1",7,-0.414160961706109
"GSE67472","Asthma","FGFR_AXIS","FGF2",7,-0.361470721773595
"GSE67472","Asthma","FGFR_AXIS","FGF7",7,-0.25114471579501
"GSE67472","Asthma","FGFR_AXIS","FGF10",7,-0.314092205679951
"GSE67472","Asthma","HGF_MET_AXIS","MET",2,-0.132175897877029
"GSE67472","Asthma","HGF_MET_AXIS","MST1R",2,-0.273975383545083
"GSE67472","Asthma","HGF_MET_AXIS","HGF",2,-0.0510096013238918
"GSE67472","Asthma","IGF_INSR_AXIS","IGF1R",2,-1.08358604131134
"GSE67472","Asthma","IGF_INSR_AXIS","INSR",2,-0.543197080800529
"GSE67472","Asthma","IGF_INSR_AXIS","IGF1",2,-1.15667892887746
"GSE67472","Asthma","JAK_STAT","JAK1",8,0.0699440109691597
"GSE67472","Asthma","JAK_STAT","JAK2",8,0.164728763430827
"GSE67472","Asthma","JAK_STAT","JAK3",8,-0.0203292103133742
"GSE67472","Asthma","JAK_STAT","TYK2",8,0.0522557801298796
"GSE67472","Asthma","JAK_STAT","STAT1",8,0.0098130018421585
"GSE67472","Asthma","JAK_STAT","STAT3",8,-0.00732280385586288
"GSE67472","Asthma","JAK_STAT","STAT5A",8,-0.0199880878231012
"GSE67472","Asthma","JAK_STAT","STAT5B",8,0.0419193622826859
"GSE67472","Asthma","JAK_STAT","STAT6",8,0.13156448000788
"GSE67472","Asthma","PDGFR_KIT_CSF1R","PDGFRA",4,0.501465025504754
"GSE67472","Asthma","PDGFR_KIT_CSF1R","PDGFRB",4,0.74369620084835
"GSE67472","Asthma","PDGFR_KIT_CSF1R","KIT",4,0.182576815417287
"GSE67472","Asthma","PDGFR_KIT_CSF1R","CSF1R",4,0.592791171747502
"GSE67472","Asthma","PDGFR_KIT_CSF1R","FLT3",4,0.730096769962187
"GSE67472","Asthma","PI3K_AKT","PIK3CA",8,0.567974281140386
"GSE67472","Asthma","PI3K_AKT","PIK3CB",8,0.490030319271304
"GSE67472","Asthma","PI3K_AKT","PIK3CD",8,0.23125759378106
"GSE67472","Asthma","PI3K_AKT","AKT1",8,0.133834488807392
"GSE67472","Asthma","PI3K_AKT","AKT2",8,0.48849555528037
"GSE67472","Asthma","PI3K_AKT","PDPK1",8,0.506843910721133
"GSE67472","Asthma","PI3K_AKT","MTOR",8,0.290342555264821
"GSE67472","Asthma","PI3K_AKT","RPTOR",8,0.394880634121367
"GSE67472","Asthma","PI3K_AKT","RPS6KB1",8,0.342528915841836
"GSE67472","Asthma","RAS_MAPK","KRAS",11,0.191035525381445
"GSE67472","Asthma","RAS_MAPK","NRAS",11,0.170723042624554
"GSE67472","Asthma","RAS_MAPK","HRAS",11,0.220381124484795
"GSE67472","Asthma","RAS_MAPK","BRAF",11,0.437830999013989
"GSE67472","Asthma","RAS_MAPK","RAF1",11,0.393652209466905
"GSE67472","Asthma","RAS_MAPK","MAP2K1",11,0.328735589057213
"GSE67472","Asthma","RAS_MAPK","MAP2K2",11,0.343540863058996
"GSE67472","Asthma","RAS_MAPK","MAPK1",11,0.329670219299727
"GSE67472","Asthma","RAS_MAPK","MAPK3",11,0.335715574810176
"GSE67472","Asthma","RAS_MAPK","DUSP6",11,0.527435539772231
"GSE67472","Asthma","RAS_MAPK","ETV4",11,0.348504701495981
"GSE67472","Asthma","RAS_MAPK","ETV5",11,0.327416929154909
"GSE67472","Asthma","RET_ALK_NTRK","RET",5,-0.0475906897148168
"GSE67472","Asthma","RET_ALK_NTRK","ALK",5,-0.0683357909040585
"GSE67472","Asthma","RET_ALK_NTRK","ROS1",5,-0.142002593028277
"GSE67472","Asthma","RET_ALK_NTRK","NTRK1",5,-0.172593006582708
"GSE67472","Asthma","RET_ALK_NTRK","NTRK2",5,-0.345441933771306
"GSE67472","Asthma","RET_ALK_NTRK","NTRK3",5,-0.0585535988622491
"GSE67472","Asthma","SRC_FAK","SRC",4,0.337823502906695
"GSE67472","Asthma","SRC_FAK","FYN",4,0.178067103294395
"GSE67472","Asthma","SRC_FAK","YES1",4,0.0546977770344843
"GSE67472","Asthma","SRC_FAK","PTK2",4,0.435607536790969
"GSE67472","Asthma","SRC_FAK","PTK2B",4,0.185151604787471
"GSE67472","Asthma","TAM_AXL_AXIS","AXL",2,0.0796488526003564
"GSE67472","Asthma","TAM_AXL_AXIS","TYRO3",2,-0.0080081199851044
"GSE67472","Asthma","TAM_AXL_AXIS","MERTK",2,-0.0761289674778666
"GSE67472","Asthma","TGFB_SMAD","TGFB1",4,-0.0849255676390766
"GSE67472","Asthma","TGFB_SMAD","TGFBR1",4,-0.0112143734649963
"GSE67472","Asthma","TGFB_SMAD","TGFBR2",4,0.217904739933115
"GSE67472","Asthma","TGFB_SMAD","SMAD2",4,0.345690763490804
"GSE67472","Asthma","TGFB_SMAD","SMAD3",4,0.411150437339406
"GSE67472","Asthma","TIE_ANGPT_AXIS","TEK",2,-0.514851815455515
"GSE67472","Asthma","TIE_ANGPT_AXIS","ANGPT1",2,-0.538520845664411
"GSE67472","Asthma","TIE_ANGPT_AXIS","ANGPT2",2,-0.194594644654955
"GSE67472","Asthma","VEGF_PDGF_AXIS","FLT1",8,-0.311153555284999
"GSE67472","Asthma","VEGF_PDGF_AXIS","KDR",8,-0.333721724976609
"GSE67472","Asthma","VEGF_PDGF_AXIS","FLT4",8,-0.337477251034968
"GSE67472","Asthma","VEGF_PDGF_AXIS","VEGFA",8,-0.154922032906984
"GSE67472","Asthma","VEGF_PDGF_AXIS","VEGFB",8,-0.314126946940388
"GSE67472","Asthma","VEGF_PDGF_AXIS","VEGFC",8,-0.311322814925711
"GSE67472","Asthma","VEGF_PDGF_AXIS","PGF",8,-0.357636446141122
"GSE67472","Asthma","VEGF_PDGF_AXIS","PDGFA",8,-0.277000734045489
"GSE67472","Asthma","VEGF_PDGF_AXIS","PDGFB",8,-0.293341988506334
"GSE67472","Asthma","WNT_CTNNB1","CTNNB1",3,-0.429613850394455
"GSE67472","Asthma","WNT_CTNNB1","AXIN2",3,-0.691779802703337
"GSE67472","Asthma","WNT_CTNNB1","MYC",3,-0.597830002904723
"GSE67472","Asthma","WNT_CTNNB1","CCND1",3,-0.412363079677444
"GSE27342","STAD","EPH_RECEPTORS","EPHA1",3,0.470471966813302
"GSE27342","STAD","EPH_RECEPTORS","EPHA2",3,0.586029741594994
"GSE27342","STAD","EPH_RECEPTORS","EPHB2",3,0.421796562463873
"GSE27342","STAD","EPH_RECEPTORS","EPHB4",3,0.491149729323725
"GSE27342","STAD","ERBB_LIGANDS","EGF",5,0.116235929420623
"GSE27342","STAD","ERBB_LIGANDS","TGFA",5,0.111405410692394
"GSE27342","STAD","ERBB_LIGANDS","AREG",5,0.0911919875375653
"GSE27342","STAD","ERBB_LIGANDS","EREG",5,0.0440234997102051
"GSE27342","STAD","ERBB_LIGANDS","HBEGF",5,0.180387440681931
"GSE27342","STAD","ERBB_LIGANDS","NRG1",5,0.162809929299366
"GSE27342","STAD","ERBB_RECEPTORS","EGFR",3,0.280767235376337
"GSE27342","STAD","ERBB_RECEPTORS","ERBB2",3,0.203252194442098
"GSE27342","STAD","ERBB_RECEPTORS","ERBB3",3,0.274614888078194
"GSE27342","STAD","ERBB_RECEPTORS","ERBB4",3,0.243454134090741
"GSE27342","STAD","FGFR_AXIS","FGFR1",4,0.281636797924092
"GSE27342","STAD","FGFR_AXIS","FGFR3",4,0.197701626960361
"GSE27342","STAD","FGFR_AXIS","FGFR4",4,0.048363744022378
"GSE27342","STAD","FGFR_AXIS","FGF1",4,0.143218447768555
"GSE27342","STAD","FGFR_AXIS","FGF10",4,0.282719517277888
"GSE27342","STAD","HGF_MET_AXIS","MET",2,0.322417017143255
"GSE27342","STAD","HGF_MET_AXIS","MST1R",2,0.543640729845744
"GSE27342","STAD","HGF_MET_AXIS","HGF",2,0.230487101802303
"GSE27342","STAD","IGF_INSR_AXIS","IGF1R",3,0.289840992536368
"GSE27342","STAD","IGF_INSR_AXIS","INSR",3,0.162345319739647
"GSE27342","STAD","IGF_INSR_AXIS","IGF1",3,0.130897739037852
"GSE27342","STAD","IGF_INSR_AXIS","IGF2",3,0.111806311334921
