"accession","disease","module","left_out","n_genes","smd_loo"
"GSE33814","NAFLD","FGFR_AXIS","FGFR1",6,0.257474650233669
"GSE33814","NAFLD","FGFR_AXIS","FGFR3",6,0.022725873869956
"GSE33814","NAFLD","FGFR_AXIS","FGFR4",6,0.212979994803424
"GSE33814","NAFLD","FGFR_AXIS","FGF1",6,0.137159984724104
"GSE33814","NAFLD","FGFR_AXIS","FGF2",6,0.20685124169081
"GSE33814","NAFLD","FGFR_AXIS","FGF7",6,0.190334034916668
"GSE33814","NAFLD","FGFR_AXIS","FGF10",6,0.314331067512386
"GSE33814","NAFLD","HGF_MET_AXIS","MET",2,0.542959345942865
"GSE33814","NAFLD","HGF_MET_AXIS","MST1R",2,-0.846222188927161
"GSE33814","NAFLD","HGF_MET_AXIS","HGF",2,-0.634060425464508
"GSE33814","NAFLD","IGF_INSR_AXIS","IGF1R",3,-1.56340158182595
"GSE33814","NAFLD","IGF_INSR_AXIS","INSR",3,-1.58497095318635
"GSE33814","NAFLD","IGF_INSR_AXIS","IGF1",3,-1.26622762646651
"GSE33814","NAFLD","IGF_INSR_AXIS","IGF2",3,-1.37812150324242
"GSE33814","NAFLD","JAK_STAT","JAK1",8,0.522799867184151
"GSE33814","NAFLD","JAK_STAT","JAK2",8,0.49526472690714
"GSE33814","NAFLD","JAK_STAT","JAK3",8,0.303512355527229
"GSE33814","NAFLD","JAK_STAT","TYK2",8,0.100049922766265
"GSE33814","NAFLD","JAK_STAT","STAT1",8,0.378394782230331
"GSE33814","NAFLD","JAK_STAT","STAT3",8,0.122632334934285
"GSE33814","NAFLD","JAK_STAT","STAT5A",8,0.0288000563666793
"GSE33814","NAFLD","JAK_STAT","STAT5B",8,0.207988293452831
"GSE33814","NAFLD","JAK_STAT","STAT6",8,0.287999560014346
"GSE33814","NAFLD","PDGFR_KIT_CSF1R","PDGFRA",4,0.265885960597236
"GSE33814","NAFLD","PDGFR_KIT_CSF1R","PDGFRB",4,0.185616814274506
"GSE33814","NAFLD","PDGFR_KIT_CSF1R","KIT",4,0.345932586401709
"GSE33814","NAFLD","PDGFR_KIT_CSF1R","CSF1R",4,0.490265967094056
"GSE33814","NAFLD","PDGFR_KIT_CSF1R","FLT3",4,0.720142074299449
"GSE33814","NAFLD","PI3K_AKT","PIK3CA",8,-0.103758225985922
"GSE33814","NAFLD","PI3K_AKT","PIK3CB",8,-0.353281288958897
"GSE33814","NAFLD","PI3K_AKT","PIK3CD",8,-0.608520488909779
"GSE33814","NAFLD","PI3K_AKT","AKT1",8,-0.552457033759973
"GSE33814","NAFLD","PI3K_AKT","AKT2",8,-0.264063720808027
"GSE33814","NAFLD","PI3K_AKT","PDPK1",8,-0.00230789244700439
"GSE33814","NAFLD","PI3K_AKT","MTOR",8,-0.748611848801145
"GSE33814","NAFLD","PI3K_AKT","RPTOR",8,-0.30911802754194
"GSE33814","NAFLD","PI3K_AKT","RPS6KB1",8,-0.490493490385248
"GSE33814","NAFLD","RAS_MAPK","KRAS",11,0.871393516564756
"GSE33814","NAFLD","RAS_MAPK","NRAS",11,0.885906798052891
"GSE33814","NAFLD","RAS_MAPK","HRAS",11,0.819607743649193
"GSE33814","NAFLD","RAS_MAPK","BRAF",11,0.933145780720035
"GSE33814","NAFLD","RAS_MAPK","RAF1",11,1.0061893586577
"GSE33814","NAFLD","RAS_MAPK","MAP2K1",11,1.13485378123934
"GSE33814","NAFLD","RAS_MAPK","MAP2K2",11,0.530244531981925
"GSE33814","NAFLD","RAS_MAPK","MAPK1",11,0.994232664052552
"GSE33814","NAFLD","RAS_MAPK","MAPK3",11,0.667111112802539
"GSE33814","NAFLD","RAS_MAPK","DUSP6",11,0.902600032860762
"GSE33814","NAFLD","RAS_MAPK","ETV4",11,0.586991903607463
"GSE33814","NAFLD","RAS_MAPK","ETV5",11,0.689393810925259
"GSE33814","NAFLD","RET_ALK_NTRK","RET",5,-0.318852650218572
"GSE33814","NAFLD","RET_ALK_NTRK","ALK",5,-0.0196150067330177
"GSE33814","NAFLD","RET_ALK_NTRK","ROS1",5,-0.290271752870978
"GSE33814","NAFLD","RET_ALK_NTRK","NTRK1",5,-0.33963404976228
"GSE33814","NAFLD","RET_ALK_NTRK","NTRK2",5,-0.105788510801915
"GSE33814","NAFLD","RET_ALK_NTRK","NTRK3",5,-0.149624930737105
"GSE33814","NAFLD","SRC_FAK","SRC",4,-0.738350558752217
"GSE33814","NAFLD","SRC_FAK","FYN",4,-0.215023599307768
"GSE33814","NAFLD","SRC_FAK","YES1",4,0.441245442703266
"GSE33814","NAFLD","SRC_FAK","PTK2",4,-0.0517071653381097
"GSE33814","NAFLD","SRC_FAK","PTK2B",4,0.194554272693932
"GSE33814","NAFLD","TAM_AXL_AXIS","AXL",2,0.182532169129165
"GSE33814","NAFLD","TAM_AXL_AXIS","TYRO3",2,-0.694599994146709
"GSE33814","NAFLD","TAM_AXL_AXIS","MERTK",2,-0.068229228006099
"GSE33814","NAFLD","TGFB_SMAD","TGFB1",4,-0.793492310516189
"GSE33814","NAFLD","TGFB_SMAD","TGFBR1",4,-0.57910944233041
"GSE33814","NAFLD","TGFB_SMAD","TGFBR2",4,-0.423892295616096
"GSE33814","NAFLD","TGFB_SMAD","SMAD2",4,-0.606494823623869
"GSE33814","NAFLD","TGFB_SMAD","SMAD3",4,-0.976407375149043
"GSE33814","NAFLD","TIE_ANGPT_AXIS","TEK",2,0.620324307246495
"GSE33814","NAFLD","TIE_ANGPT_AXIS","ANGPT1",2,-0.753612718190424
"GSE33814","NAFLD","TIE_ANGPT_AXIS","ANGPT2",2,-0.625511719414038
"GSE33814","NAFLD","VEGF_PDGF_AXIS","FLT1",8,0.677150044157771
"GSE33814","NAFLD","VEGF_PDGF_AXIS","KDR",8,0.733926899396951
"GSE33814","NAFLD","VEGF_PDGF_AXIS","FLT4",8,0.376078746609806
"GSE33814","NAFLD","VEGF_PDGF_AXIS","VEGFA",8,0.411445382210354
"GSE33814","NAFLD","VEGF_PDGF_AXIS","VEGFB",8,0.48367781398226
"GSE33814","NAFLD","VEGF_PDGF_AXIS","VEGFC",8,0.592950598513847
"GSE33814","NAFLD","VEGF_PDGF_AXIS","PGF",8,0.479319483579695
"GSE33814","NAFLD","VEGF_PDGF_AXIS","PDGFA",8,0.465629975074267
"GSE33814","NAFLD","VEGF_PDGF_AXIS","PDGFB",8,0.440891538001839
"GSE33814","NAFLD","WNT_CTNNB1","CTNNB1",3,0.148480162303521
"GSE33814","NAFLD","WNT_CTNNB1","AXIN2",3,0.395965720677573
"GSE33814","NAFLD","WNT_CTNNB1","MYC",3,0.279020655016921
"GSE33814","NAFLD","WNT_CTNNB1","CCND1",3,-0.289752234912938
"GSE66676","NAFLD","EPH_RECEPTORS","EPHA1",3,-0.811289528490189
"GSE66676","NAFLD","EPH_RECEPTORS","EPHA2",3,-0.595055062167593
"GSE66676","NAFLD","EPH_RECEPTORS","EPHB2",3,-0.553338145360081
"GSE66676","NAFLD","EPH_RECEPTORS","EPHB4",3,-0.687434055493103
"GSE66676","NAFLD","ERBB_LIGANDS","EGF",5,-0.189205227804061
"GSE66676","NAFLD","ERBB_LIGANDS","TGFA",5,-0.0732737305840523
"GSE66676","NAFLD","ERBB_LIGANDS","AREG",5,-0.0672138078611395
"GSE66676","NAFLD","ERBB_LIGANDS","EREG",5,-0.0499333689587764
"GSE66676","NAFLD","ERBB_LIGANDS","HBEGF",5,-0.16099260998793
"GSE66676","NAFLD","ERBB_LIGANDS","NRG1",5,-0.20012575513877
"GSE66676","NAFLD","ERBB_RECEPTORS","EGFR",3,-0.266330617096393
"GSE66676","NAFLD","ERBB_RECEPTORS","ERBB2",3,-0.394344395225141
"GSE66676","NAFLD","ERBB_RECEPTORS","ERBB3",3,-0.624817638526601
"GSE66676","NAFLD","ERBB_RECEPTORS","ERBB4",3,-0.420328141644807
"GSE66676","NAFLD","FGFR_AXIS","FGFR1",7,-0.417037403855528
"GSE66676","NAFLD","FGFR_AXIS","FGFR2",7,-0.360809845620291
"GSE66676","NAFLD","FGFR_AXIS","FGFR3",7,-0.414718305373121
"GSE66676","NAFLD","FGFR_AXIS","FGFR4",7,-0.467600038572177
"GSE66676","NAFLD","FGFR_AXIS","FGF1",7,-0.577622923907708
"GSE66676","NAFLD","FGFR_AXIS","FGF2",7,-0.4807897285152
"GSE66676","NAFLD","FGFR_AXIS","FGF7",7,-0.480270979875102
"GSE66676","NAFLD","FGFR_AXIS","FGF10",7,-0.368696875867942
"GSE66676","NAFLD","HGF_MET_AXIS","MET",2,0.00934366687210921
"GSE66676","NAFLD","HGF_MET_AXIS","MST1R",2,0.0700565559058215
"GSE66676","NAFLD","HGF_MET_AXIS","HGF",2,-0.395374314524964
"GSE66676","NAFLD","IGF_INSR_AXIS","IGF1R",2,-0.390759854935337
"GSE66676","NAFLD","IGF_INSR_AXIS","INSR",2,-0.139222984532239
"GSE66676","NAFLD","IGF_INSR_AXIS","IGF1",2,-0.392605532796572
"GSE66676","NAFLD","JAK_STAT","JAK1",8,-0.40122861337456
"GSE66676","NAFLD","JAK_STAT","JAK2",8,-0.520904632586964
"GSE66676","NAFLD","JAK_STAT","JAK3",8,-0.332367757062487
"GSE66676","NAFLD","JAK_STAT","TYK2",8,-0.445177969599889
"GSE66676","NAFLD","JAK_STAT","STAT1",8,-0.530064260423445
"GSE66676","NAFLD","JAK_STAT","STAT3",8,-0.453910360102812
"GSE66676","NAFLD","JAK_STAT","STAT5A",8,-0.354311428606228
"GSE66676","NAFLD","JAK_STAT","STAT5B",8,-0.372861093529524
"GSE66676","NAFLD","JAK_STAT","STAT6",8,-0.345696623795865
"GSE66676","NAFLD","PDGFR_KIT_CSF1R","PDGFRA",3,-0.361834321718087
"GSE66676","NAFLD","PDGFR_KIT_CSF1R","KIT",3,-0.274429932733261
"GSE66676","NAFLD","PDGFR_KIT_CSF1R","CSF1R",3,-0.114041350075771
"GSE66676","NAFLD","PDGFR_KIT_CSF1R","FLT3",3,0.0410522032350155
"GSE66676","NAFLD","PI3K_AKT","PIK3CA",8,-0.335712914471858
"GSE66676","NAFLD","PI3K_AKT","PIK3CB",8,-0.342543293572159
"GSE66676","NAFLD","PI3K_AKT","PIK3CD",8,-0.176109044923089
"GSE66676","NAFLD","PI3K_AKT","AKT1",8,-0.137696545393335
"GSE66676","NAFLD","PI3K_AKT","AKT2",8,-0.186377524441673
"GSE66676","NAFLD","PI3K_AKT","PDPK1",8,-0.19404207643335
"GSE66676","NAFLD","PI3K_AKT","MTOR",8,-0.205246782930493
"GSE66676","NAFLD","PI3K_AKT","RPTOR",8,-0.123699446209828
"GSE66676","NAFLD","PI3K_AKT","RPS6KB1",8,-0.3276501934958
"GSE66676","NAFLD","RAS_MAPK","KRAS",9,-0.0758194388955777
"GSE66676","NAFLD","RAS_MAPK","NRAS",9,-0.102120716775287
"GSE66676","NAFLD","RAS_MAPK","HRAS",9,0.0353090375639931
"GSE66676","NAFLD","RAS_MAPK","MAP2K1",9,-0.117983275693948
"GSE66676","NAFLD","RAS_MAPK","MAP2K2",9,0.0659589363720974
"GSE66676","NAFLD","RAS_MAPK","MAPK1",9,0.0298198643845304
"GSE66676","NAFLD","RAS_MAPK","MAPK3",9,0.0228327593199843
"GSE66676","NAFLD","RAS_MAPK","DUSP6",9,0.111626242084066
"GSE66676","NAFLD","RAS_MAPK","ETV4",9,0.0744570559065102
"GSE66676","NAFLD","RAS_MAPK","ETV5",9,0.163603183790208
"GSE66676","NAFLD","SRC_FAK","SRC",4,-0.0857038558871792
"GSE66676","NAFLD","SRC_FAK","FYN",4,-0.185376234665393
"GSE66676","NAFLD","SRC_FAK","YES1",4,-0.33597463507093
"GSE66676","NAFLD","SRC_FAK","PTK2",4,-0.138644144330022
"GSE66676","NAFLD","SRC_FAK","PTK2B",4,-0.26120981668585
"GSE66676","NAFLD","TAM_AXL_AXIS","AXL",2,-0.59647168863764
"GSE66676","NAFLD","TAM_AXL_AXIS","TYRO3",2,-0.306297821824228
"GSE66676","NAFLD","TAM_AXL_AXIS","MERTK",2,-0.437198417058667
"GSE66676","NAFLD","TGFB_SMAD","TGFB1",4,-0.13365254115218
"GSE66676","NAFLD","TGFB_SMAD","TGFBR1",4,-0.406023124984863
"GSE66676","NAFLD","TGFB_SMAD","TGFBR2",4,-0.22130891419353
"GSE66676","NAFLD","TGFB_SMAD","SMAD2",4,-0.540764413373539
"GSE66676","NAFLD","TGFB_SMAD","SMAD3",4,-0.0588779121532032
"GSE66676","NAFLD","TIE_ANGPT_AXIS","TEK",2,0.29985709880566
"GSE66676","NAFLD","TIE_ANGPT_AXIS","ANGPT1",2,0.578513875252189
"GSE66676","NAFLD","TIE_ANGPT_AXIS","ANGPT2",2,0.237051364341745
"GSE66676","NAFLD","VEGF_PDGF_AXIS","FLT1",8,-0.375494429519356
"GSE66676","NAFLD","VEGF_PDGF_AXIS","KDR",8,-0.259604820750135
"GSE66676","NAFLD","VEGF_PDGF_AXIS","FLT4",8,-0.332794639564812
"GSE66676","NAFLD","VEGF_PDGF_AXIS","VEGFA",8,-0.398850709116353
"GSE66676","NAFLD","VEGF_PDGF_AXIS","VEGFB",8,-0.289328310127412
"GSE66676","NAFLD","VEGF_PDGF_AXIS","VEGFC",8,-0.314482588639082
"GSE66676","NAFLD","VEGF_PDGF_AXIS","PGF",8,-0.284000596919174
"GSE66676","NAFLD","VEGF_PDGF_AXIS","PDGFA",8,-0.399153005911727
"GSE66676","NAFLD","VEGF_PDGF_AXIS","PDGFB",8,-0.322250279309995
"GSE66676","NAFLD","WNT_CTNNB1","CTNNB1",3,-0.0776791964193115
"GSE66676","NAFLD","WNT_CTNNB1","AXIN2",3,-0.0745040714988128
"GSE66676","NAFLD","WNT_CTNNB1","MYC",3,0.0865325291842227
"GSE66676","NAFLD","WNT_CTNNB1","CCND1",3,0.0300178732401611
