"disease","feature","k","est","p","fdr","scenario"
"CRC","FGFR_AXIS",2,-1.88696300562507,0.039652567327935,0.0964287052450526,"coverage >= 0.90"
"HCC","FGFR_AXIS",2,-0.558215245569507,0.242792881231899,0.475967791640009,"coverage >= 0.90"
"IBD","FGFR_AXIS",3,-0.152114907038824,0.527937934888739,0.737630060480076,"coverage >= 0.90"
"PAAD","FGFR_AXIS",3,-0.290097404478526,0.475742769671553,0.515388000477516,"coverage >= 0.90"
"Asthma","HGF_MET_AXIS",3,-0.265868861925229,0.193199964161833,0.42598114021534,"coverage >= 0.90"
"CRC","HGF_MET_AXIS",3,0.945421350106088,0.0421875585447105,0.0964287052450526,"coverage >= 0.90"
"ESCC","HGF_MET_AXIS",2,0.768043668852381,0.164441749182588,0.356290456562273,"coverage >= 0.90"
"HCC","HGF_MET_AXIS",2,-0.676701112697302,0.321384319733022,0.475967791640009,"coverage >= 0.90"
"IBD","HGF_MET_AXIS",3,1.56109039617935,0.0465623838920072,0.105445228647164,"coverage >= 0.90"
"LUAD","HGF_MET_AXIS",3,0.725839444670172,0.0958824485470312,0.143823672820547,"coverage >= 0.90"
"NAFLD","HGF_MET_AXIS",2,-0.149120404640072,0.548243118217893,0.940563080853326,"coverage >= 0.90"
"PAAD","HGF_MET_AXIS",3,1.50045460986676,0.00972166570376184,0.063190827074452,"coverage >= 0.90"
"STAD","HGF_MET_AXIS",3,0.850905794569103,0.0447122595132573,0.134136778539772,"coverage >= 0.90"
"Asthma","JAK_STAT",3,-0.164145345595669,0.239614391371129,0.42598114021534,"coverage >= 0.90"
"CRC","JAK_STAT",3,-0.0522880187062402,0.107411328494747,0.143215104659663,"coverage >= 0.90"
"ESCC","JAK_STAT",2,-0.135487811829347,0.74228256929028,0.74228256929028,"coverage >= 0.90"
"HCC","JAK_STAT",2,0.824473347310614,0.358030416897811,0.475967791640009,"coverage >= 0.90"
"IBD","JAK_STAT",3,2.27192485109386,0.00222083208385709,0.0177666566708567,"coverage >= 0.90"
"LUAD","JAK_STAT",3,-1.01587408221567,0.00346311476636996,0.0519467214955494,"coverage >= 0.90"
"NAFLD","JAK_STAT",2,-0.0269141727452973,0.950230249583168,0.950230249583168,"coverage >= 0.90"
"PAAD","JAK_STAT",3,0.681258109437736,0.0862739966164346,0.186926992668942,"coverage >= 0.90"
"Asthma","PDGFR_KIT_CSF1R",3,0.355941293080135,0.0843488528057166,0.269916328978293,"coverage >= 0.90"
"COPD","PDGFR_KIT_CSF1R",2,0.371803118091228,0.361202874199515,0.395769771912703,"coverage >= 0.90"
"CRC","PDGFR_KIT_CSF1R",3,-1.02847553068845,0.000422164856491166,0.00675463770385865,"coverage >= 0.90"
"ESCC","PDGFR_KIT_CSF1R",2,-0.239326856235967,0.275766069342532,0.496343611406583,"coverage >= 0.90"
"HCC","PDGFR_KIT_CSF1R",2,-0.109899227483877,0.416471817685008,0.475967791640009,"coverage >= 0.90"
"IBD","PDGFR_KIT_CSF1R",2,2.01836456621907,0.0171497632063219,0.0691932235642747,"coverage >= 0.90"
"LUAD","PDGFR_KIT_CSF1R",3,-1.10920048494009,0.067083821620989,0.114504136127063,"coverage >= 0.90"
"Asthma","PI3K_AKT",3,0.304545478307904,0.0180909545526304,0.19619493318723,"coverage >= 0.90"
"CRC","PI3K_AKT",2,-0.0119438733723841,0.955877252770654,0.955877252770654,"coverage >= 0.90"
"HCC","PI3K_AKT",2,0.999382147842966,0.462287357645229,0.493106514821577,"coverage >= 0.90"
"IBD","PI3K_AKT",3,0.150093044684528,0.599324424140061,0.737630060480076,"coverage >= 0.90"
"LUAD","PI3K_AKT",2,0.667757709747264,0.520496553304779,0.650620691630973,"coverage >= 0.90"
"NAFLD","PI3K_AKT",2,-0.29350259521451,0.169909359954244,0.679637439816976,"coverage >= 0.90"
"PAAD","PI3K_AKT",3,0.367279269463256,0.0693471442830577,0.18030257513595,"coverage >= 0.90"
"Asthma","RAS_MAPK",3,0.296147768171427,0.0530441113357885,0.22606901934712,"coverage >= 0.90"
"COPD","RAS_MAPK",2,-0.237101474889345,0.266336808287633,0.395769771912703,"coverage >= 0.90"
"CRC","RAS_MAPK",3,-0.417550952857478,0.233930170045948,0.287914055441167,"coverage >= 0.90"
"ESCC","RAS_MAPK",2,-0.489148841273993,0.458163333606076,0.496343611406583,"coverage >= 0.90"
"HCC","RAS_MAPK",2,0.883465534422435,0.0839970752183361,0.475967791640009,"coverage >= 0.90"
"IBD","RAS_MAPK",2,-0.0908826740648491,0.665482993223468,0.760551992255392,"coverage >= 0.90"
"LUAD","RAS_MAPK",3,-0.0323011397984996,0.928827589235474,0.928827589235474,"coverage >= 0.90"
"Asthma","RET_ALK_NTRK",3,0.0846109462172257,0.769885591664897,0.769885591664897,"coverage >= 0.90"
"CRC","RET_ALK_NTRK",3,-1.14327080475195,0.035774177714378,0.0964287052450526,"coverage >= 0.90"
"ESCC","RET_ALK_NTRK",2,-0.439919234041001,0.429273257390736,0.496343611406583,"coverage >= 0.90"
"HCC","RET_ALK_NTRK",2,-1.16964025428325,0.263334426754964,0.475967791640009,"coverage >= 0.90"
"IBD","RET_ALK_NTRK",2,-0.241989786764398,0.553259730746848,0.737630060480076,"coverage >= 0.90"
"LUAD","RET_ALK_NTRK",3,-0.997745912743957,0.0670872777764992,0.114504136127063,"coverage >= 0.90"
"STAD","RET_ALK_NTRK",3,-1.12946898455872,0.030994872568725,0.134136778539772,"coverage >= 0.90"
"Asthma","SRC_FAK",3,0.201997426293111,0.300096198516655,0.436503561478772,"coverage >= 0.90"
"CRC","SRC_FAK",3,-0.399527047486973,0.00880910311158383,0.0352364124463353,"coverage >= 0.90"
"ESCC","SRC_FAK",2,1.36758553187531,0.0873489098384724,0.356290456562273,"coverage >= 0.90"
"HCC","SRC_FAK",2,-0.938613061351047,0.231626686800527,0.475967791640009,"coverage >= 0.90"
"IBD","SRC_FAK",3,0.421332330581874,0.0216228823638358,0.0691932235642747,"coverage >= 0.90"
"LUAD","SRC_FAK",3,-0.0676927254750437,0.887582105872822,0.928827589235474,"coverage >= 0.90"
"NAFLD","SRC_FAK",2,-0.0903989869777204,0.640902409007456,0.940563080853326,"coverage >= 0.90"
"PAAD","SRC_FAK",3,0.581730270794891,0.199287786463329,0.32384265300291,"coverage >= 0.90"
"Asthma","TAM_AXL_AXIS",3,0.212577960225108,0.219356620588086,0.42598114021534,"coverage >= 0.90"
"CRC","TAM_AXL_AXIS",3,0.0439361597897652,0.759920299198594,0.868480341941251,"coverage >= 0.90"
"ESCC","TAM_AXL_AXIS",2,-0.653262766244012,0.112360299706907,0.356290456562273,"coverage >= 0.90"
"HCC","TAM_AXL_AXIS",2,-0.351924756101362,0.292103890106546,0.475967791640009,"coverage >= 0.90"
"IBD","TAM_AXL_AXIS",3,0.806592649935283,0.0173924532757568,0.0691932235642747,"coverage >= 0.90"
"LUAD","TAM_AXL_AXIS",3,-0.298483693811025,0.0407794742911315,0.114504136127063,"coverage >= 0.90"
"NAFLD","TAM_AXL_AXIS",2,-0.399482018720574,0.0926761491133087,0.556056894679852,"coverage >= 0.90"
"PAAD","TAM_AXL_AXIS",3,-0.0219450125443659,0.94164774228471,0.94164774228471,"coverage >= 0.90"
"Asthma","TGFB_SMAD",3,-0.136091509607866,0.49114456218525,0.561308071068857,"coverage >= 0.90"
"CRC","TGFB_SMAD",3,-0.604291851669304,0.00416801777868614,0.0333441422294891,"coverage >= 0.90"
"ESCC","TGFB_SMAD",2,0.520444097681927,0.397896792023167,0.496343611406583,"coverage >= 0.90"
"HCC","TGFB_SMAD",2,1.13660913768509,0.378132839654496,0.475967791640009,"coverage >= 0.90"
"IBD","TGFB_SMAD",3,1.13973130364381,0.0546946617418817,0.105445228647164,"coverage >= 0.90"
"LUAD","TGFB_SMAD",3,-0.846803461177225,0.0113375674469649,0.0795884902470781,"coverage >= 0.90"
"NAFLD","TGFB_SMAD",2,-0.618448466449469,0.283371072531065,0.850113217593196,"coverage >= 0.90"
"PAAD","TGFB_SMAD",3,0.964782472633737,0.0435594699952226,0.141568277484474,"coverage >= 0.90"
"STAD","TGFB_SMAD",3,0.663591247774155,0.099727814024423,0.179510065243961,"coverage >= 0.90"
"Asthma","TIE_ANGPT_AXIS",3,-0.225075922356608,0.474428294668652,0.561308071068857,"coverage >= 0.90"
"COPD","TIE_ANGPT_AXIS",2,0.107227125265384,0.395769771912703,0.395769771912703,"coverage >= 0.90"
"CRC","TIE_ANGPT_AXIS",3,-0.157327325601436,0.103555455685206,0.143215104659663,"coverage >= 0.90"
"ESCC","TIE_ANGPT_AXIS",2,0.401362448332207,0.402661978362081,0.496343611406583,"coverage >= 0.90"
"HCC","TIE_ANGPT_AXIS",2,0.367886121008346,0.158393605418228,0.475967791640009,"coverage >= 0.90"
"IBD","TIE_ANGPT_AXIS",3,1.49988361949914,0.0269177937714959,0.0717807833906557,"coverage >= 0.90"
"LUAD","TIE_ANGPT_AXIS",3,-2.21722538485613,0.0212235973992208,0.0795884902470781,"coverage >= 0.90"
"NAFLD","TIE_ANGPT_AXIS",2,0.190482551112248,0.689964865006061,0.940563080853326,"coverage >= 0.90"
"PAAD","TIE_ANGPT_AXIS",3,0.364417623211455,0.313132003241722,0.407071604214239,"coverage >= 0.90"
"STAD","TIE_ANGPT_AXIS",3,0.0508914738612976,0.367618739311361,0.456902562385869,"coverage >= 0.90"
"Asthma","VEGF_PDGF_AXIS",3,-0.318548975658325,0.177478793468043,0.42598114021534,"coverage >= 0.90"
"CRC","VEGF_PDGF_AXIS",3,0.910328765529681,0.0746542345119263,0.132718639132313,"coverage >= 0.90"
"ESCC","VEGF_PDGF_AXIS",2,1.0237545639717,0.141610834529229,0.356290456562273,"coverage >= 0.90"
"HCC","VEGF_PDGF_AXIS",2,0.808570398833122,0.148514324626323,0.475967791640009,"coverage >= 0.90"
"IBD","VEGF_PDGF_AXIS",3,1.75352818011205,0.0593129411140298,0.105445228647164,"coverage >= 0.90"
"LUAD","VEGF_PDGF_AXIS",3,-1.20781509815084,0.0193848205974983,0.0795884902470781,"coverage >= 0.90"
"NAFLD","VEGF_PDGF_AXIS",2,0.169082315942198,0.79370704894193,0.940563080853326,"coverage >= 0.90"
"PAAD","VEGF_PDGF_AXIS",3,0.289969923023666,0.393555364906378,0.465110885798447,"coverage >= 0.90"
"STAD","VEGF_PDGF_AXIS",2,0.595505595324441,0.248254986441762,0.372382479662643,"coverage >= 0.90"
"Asthma","WNT_CTNNB1",3,-0.55079336941894,0.0245243666484038,0.19619493318723,"coverage >= 0.90"
"COPD","WNT_CTNNB1",2,-0.525496294100538,0.189145787155745,0.395769771912703,"coverage >= 0.90"
"CRC","WNT_CTNNB1",2,3.01254015934125,0.0930601064832656,0.143215104659663,"coverage >= 0.90"
"HCC","WNT_CTNNB1",2,0.354175326184387,0.573830440507998,0.573830440507998,"coverage >= 0.90"
"IBD","WNT_CTNNB1",3,0.15053069950135,0.730276296397272,0.770608934586456,"coverage >= 0.90"
"LUAD","WNT_CTNNB1",2,-1.22068480078664,0.068702481676238,0.114504136127063,"coverage >= 0.90"
"NAFLD","WNT_CTNNB1",2,0.082836599039974,0.0191384409054684,0.22966129086562,"coverage >= 0.90"
"PAAD","WNT_CTNNB1",3,1.02803593813987,0.0393702145516885,0.141568277484474,"coverage >= 0.90"
"STAD","WNT_CTNNB1",3,0.836244745364086,0.0834077668900991,0.179510065243961,"coverage >= 0.90"
