accession,disease,feature,paired,patient_ids_available,n_both_arm_patients,n_case,n_control,npair,r_emp,measure,yi,vi,mean_case,sd_case,mean_ctrl,sd_ctrl,beta_base,se_base,p_base,not_estimable_reason
GSE15471,PAAD,VEGF_PDGF_AXIS,TRUE,TRUE,36,36,36,36,0.0271676857231197,SMCRPH,0.844705809106419,0.0610165362828008,0.144690268167873,0.284329474161407,-0.132961549329328,0.361401947223731,0.277651817497201,0.0756217313915173,0.00079786019847024,
GSE15471,PAAD,WNT_CTNNB1,TRUE,TRUE,36,36,36,36,-0.0980096009797378,SMCRPH,1.48735692205323,0.0787775853579032,0.231108203566653,0.325023200871305,-0.278234597067322,0.351900004062197,0.509342800633974,0.0836483247954489,5.8939386801388e-07,
GSE20347,ESCC,EPH_RECEPTORS,TRUE,TRUE,17,17,17,17,-0.184154043428049,SMCRPH,-0.779415242012115,0.157803445418591,-0.0421324542387988,0.232373662674087,0.15486665624641,0.259991111549702,-0.196999110485209,0.0919860162792284,0.0479590695185138,
GSE20347,ESCC,ERBB_LIGANDS,TRUE,TRUE,17,17,17,17,0.0626056581925831,SMCRPH,-0.473187442091292,0.120697153455298,-0.04937260282192,0.414658787857685,0.155528751371344,0.43067102131297,-0.204901354193264,0.14039000536037,0.16377800442513,
GSE20347,ESCC,ERBB_RECEPTORS,TRUE,TRUE,17,17,17,17,-0.0606698086858253,SMCRPH,-0.573937742303288,0.137751635016385,-0.107050571166286,0.400045228155069,0.132844404010121,0.41591545887885,-0.239894975176407,0.144142687698907,0.115513084518455,
GSE20347,ESCC,FGFR_AXIS,TRUE,TRUE,17,17,17,17,0.10669907739401,SMCRPH,0.376713937663245,0.114192719594853,0.0590700770826639,0.343047911295342,-0.0628352227854483,0.286099104029857,0.121905299868112,0.102495467755583,0.251644697380712,
GSE20347,ESCC,HGF_MET_AXIS,TRUE,TRUE,17,17,17,17,-0.340965281107994,SMCRPH,0.38457387895413,0.169207692512847,0.0903671588649646,0.358489499849104,-0.0705249758018091,0.450868969630769,0.160892134666774,0.161248658484757,0.333233552706752,
GSE20347,ESCC,IGF_INSR_AXIS,TRUE,TRUE,17,17,17,17,-0.40467136911219,SMCRPH,1.39989470201225,0.211172071167458,0.226347495688961,0.275395733927033,-0.258657142988384,0.388805151946028,0.485004638677345,0.135835726240924,0.00255336915961514,
GSE20347,ESCC,JAK_STAT,TRUE,TRUE,17,17,17,17,0.190441854980293,SMCRPH,-0.514117850773509,0.105622684580173,-0.0772059239531587,0.342295046414629,0.0950759391013075,0.310712519154933,-0.172281863054466,0.100936539681539,0.107182441903028,
GSE20347,ESCC,PDGFR_KIT_CSF1R,TRUE,TRUE,17,17,17,17,-0.162879217734914,SMCRPH,-0.509237738487694,0.148661762391783,-0.0860542887911781,0.324275761893926,0.125621435394564,0.473106443279224,-0.211675724185742,0.149304533400444,0.17544633177482,
GSE20347,ESCC,PI3K_AKT,TRUE,TRUE,17,17,17,17,0.344020757973081,SMCRPH,-0.033331124727024,0.0830371886048481,-0.00947372998985683,0.332610662916045,0.000851284036872681,0.266938887040594,-0.0103250140267294,0.0842954443517131,0.904039414202548,
GSE20347,ESCC,RAS_MAPK,TRUE,TRUE,17,17,17,17,0.517546696168723,SMCRPH,-0.946145320027787,0.080962954957785,-0.130546257717862,0.402554875956504,0.219249780062361,0.308424977921135,-0.349796037780223,0.0869960417536745,0.000987821368564501,
